IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_828,Fingerprint_821,Fingerprint_818,Fingerprint_806,Fingerprint_799,Fingerprint_797,Fingerprint_782,Fingerprint_780,Fingerprint_712,Fingerprint_710,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_677,Fingerprint_672,Fingerprint_669,Fingerprint_648,Fingerprint_646,Fingerprint_635,Fingerprint_629,Fingerprint_611,MOT_2D_linker_CSV,MOT_2D_linker_EXP,SDOM_subdomainI,SDOM_subdomainI_EXP,SDOM_subdomainV_CSV,EXP_FASTK,EXP_BTK,EXP_CDKL4,EXP_SRPK3,EXP_MARK3,EXP_MET,Predicted IC50,Validation
5.208793,908470,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6.0338054432,2.8585885655,3.0617882165,2.8981803294,6.4082951375,6.8452164516,3.6741858565,1
3.66098,1240131,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6.4555268868,2.7831885291,3.0044063676,2.6761225577,7.184922426,5.7032508986,3.9201967536,7
4.063148,1240135,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.810756,5.674709318,2.6813974884,2.8794079827,2.7073185571,6.3910850929,6.719408951,3.9261718599,1
2.395943,1240136,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6.696031644,2.8469700598,2.9929413828,2.8169198586,7.4748193676,5.3429343093,2.6131672141,5
1.522944,1240138,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,5.8489033846,2.6710348552,3.0182824456,2.8929983091,6.9686554229,3.7901887808,3.350803355,1
4.382173,1240139,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,3.3074942384,0,5.0660121893,2.5942349983,2.7810261061,2.9620923036,7.9639907501,5.2299965676,4.1469102543,9
4.982731,1240141,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1.523447,7.9756568119,0,0,1.523447,6.4031710619,2.9042703236,3.1031175161,2.7241475803,8.0168999017,4.5560182127,4.4754301438,2
4.123668,1290808,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,5.1620848713,2.7535974853,3.0833104752,2.6393769078,7.7022311315,4.894914513,4.1603191103,6
4.761842,1290810,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.774333,7.8158529229,0,0,0.774333,6.2605903315,2.8876571178,3.1100800334,2.7006493603,6.9991600358,5.551111691,3.8164215107,6
0.039369,1290813,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2.9219608852,0,5.2091791815,2.7033667794,2.8815490129,2.9700180131,8.3999678668,3.5839208004,1.258121357,2
3.890009,1290814,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.859703,4.4170555399,0,0,0.859703,5.7291578198,2.8107565076,3.0205928128,2.7246295648,6.7380170913,6.1791634205,4.1818706915,6
3.015888,907173,226,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.728878424,2.7360690798,3.0389984847,2.9151501544,8.0093635257,3.6171489264,1.6923223164,5
4.265669,908150,226,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.1184414732,2.8330325461,2.8930331312,2.8019659182,7.3629118232,4.7177303391,2.5436572033,6
3.435397,908152,226,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.3429321045,2.6871948187,3.019345519,2.77312149,7.2646683493,6.3986407051,2.7064424895,9
3.329256,908470,226,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6.0338054432,2.8585885655,3.0617882165,2.8981803294,6.4082951375,6.8452164516,3.4101309959,10
2.25059,1240131,226,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6.4555268868,2.7831885291,3.0044063676,2.6761225577,7.184922426,5.7032508986,2.3944019695,5
3.782767,1240135,226,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.810756,5.674709318,2.6813974884,2.8794079827,2.7073185571,6.3910850929,6.719408951,3.2743866934,6
2.354195,1240136,226,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6.696031644,2.8469700598,2.9929413828,2.8169198586,7.4748193676,5.3429343093,2.464325763,9
1.445914,1240138,226,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.8489033846,2.6710348552,3.0182824456,2.8929983091,6.9686554229,3.7901887808,2.1323634582,3
1.993715,1240139,226,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3.3074942384,0,5.0660121893,2.5942349983,2.7810261061,2.9620923036,7.9639907501,5.2299965676,1.6510543854,9
4.489454,1240141,226,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1.523447,7.9756568119,0,0,1.523447,6.4031710619,2.9042703236,3.1031175161,2.7241475803,8.0168999017,4.5560182127,3.8711070614,1
3.799738,1290808,226,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.1620848713,2.7535974853,3.0833104752,2.6393769078,7.7022311315,4.894914513,2.9367953622,5
3.930181,1290810,226,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0.774333,7.8158529229,0,0,0.774333,6.2605903315,2.8876571178,3.1100800334,2.7006493603,6.9991600358,5.551111691,3.1270314421,5
0.060568,1290813,226,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.9219608852,0,5.2091791815,2.7033667794,2.8815490129,2.9700180131,8.3999678668,3.5839208004,1.800038589,6
2.831902,1290814,226,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0.859703,4.4170555399,0,0,0.859703,5.7291578198,2.8107565076,3.0205928128,2.7246295648,6.7380170913,6.1791634205,3.294977549,1
3.406647,907173,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.728878424,2.7360690798,3.0389984847,2.9151501544,8.0093635257,3.6171489264,2.7328813711,5
5.376119,908150,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.1184414732,2.8330325461,2.8930331312,2.8019659182,7.3629118232,4.7177303391,4.2123071925,3
5.420772,908152,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.3429321045,2.6871948187,3.019345519,2.77312149,7.2646683493,6.3986407051,3.4176102899,1
4.155711,908470,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.0338054432,2.8585885655,3.0617882165,2.8981803294,6.4082951375,6.8452164516,4.1019863503,3
4.361869,1240131,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.4555268868,2.7831885291,3.0044063676,2.6761225577,7.184922426,5.7032508986,2.6616664327,4
2.644462,1240135,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.810756,5.674709318,2.6813974884,2.8794079827,2.7073185571,6.3910850929,6.719408951,3.1110682347,9
-0.240115,1240136,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.696031644,2.8469700598,2.9929413828,2.8169198586,7.4748193676,5.3429343093,2.278200821,8
1.932285,1240138,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.8489033846,2.6710348552,3.0182824456,2.8929983091,6.9686554229,3.7901887808,2.1055460072,3
3.818877,1240139,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3.3074942384,0,5.0660121893,2.5942349983,2.7810261061,2.9620923036,7.9639907501,5.2299965676,3.0762056264,2
3.764041,1240141,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1.523447,7.9756568119,0,0,1.523447,6.4031710619,2.9042703236,3.1031175161,2.7241475803,8.0168999017,4.5560182127,3.751915995,8
4.750702,1290808,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.1620848713,2.7535974853,3.0833104752,2.6393769078,7.7022311315,4.894914513,3.7153432119,1
2.125057,1290810,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.774333,7.8158529229,0,0,0.774333,6.2605903315,2.8876571178,3.1100800334,2.7006493603,6.9991600358,5.551111691,3.3737204478,8
3.12599,1290813,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2.9219608852,0,5.2091791815,2.7033667794,2.8815490129,2.9700180131,8.3999678668,3.5839208004,2.9036099966,10
4.697462,1290814,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.859703,4.4170555399,0,0,0.859703,5.7291578198,2.8107565076,3.0205928128,2.7246295648,6.7380170913,6.1791634205,4.6510849548,5
5.190628,907173,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.728878424,2.7360690798,3.0389984847,2.9151501544,8.0093635257,3.6171489264,5.1966566913,9
5.480284,908150,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.1184414732,2.8330325461,2.8930331312,2.8019659182,7.3629118232,4.7177303391,5.3194681769,7
5.433953,908152,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.3429321045,2.6871948187,3.019345519,2.77312149,7.2646683493,6.3986407051,5.2309749078,2
5.679222,908470,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0338054432,2.8585885655,3.0617882165,2.8981803294,6.4082951375,6.8452164516,5.3926152121,5
4.704154,1240131,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.4555268868,2.7831885291,3.0044063676,2.6761225577,7.184922426,5.7032508986,5.1252150092,10
5.425887,1240135,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.810756,5.674709318,2.6813974884,2.8794079827,2.7073185571,6.3910850929,6.719408951,5.4622391812,9
4.834789,1240136,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.696031644,2.8469700598,2.9929413828,2.8169198586,7.4748193676,5.3429343093,4.1866687031,5
2.696474,1240138,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.8489033846,2.6710348552,3.0182824456,2.8929983091,6.9686554229,3.7901887808,5.3116078422,1
5.349395,1240139,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3.3074942384,0,5.0660121893,2.5942349983,2.7810261061,2.9620923036,7.9639907501,5.2299965676,4.9496164608,1
5.601171,1240141,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1.523447,7.9756568119,0,0,1.523447,6.4031710619,2.9042703236,3.1031175161,2.7241475803,8.0168999017,4.5560182127,5.4816240771,2
5.35378,1290808,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.1620848713,2.7535974853,3.0833104752,2.6393769078,7.7022311315,4.894914513,5.2093489531,9
5.277106,1290810,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.774333,7.8158529229,0,0,0.774333,6.2605903315,2.8876571178,3.1100800334,2.7006493603,6.9991600358,5.551111691,5.2566173405,3
4.090999,1290813,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2.9219608852,0,5.2091791815,2.7033667794,2.8815490129,2.9700180131,8.3999678668,3.5839208004,5.0161738671,7
4.935778,1290814,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.859703,4.4170555399,0,0,0.859703,5.7291578198,2.8107565076,3.0205928128,2.7246295648,6.7380170913,6.1791634205,5.5677333423,10
5.303049,908152,231,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.3429321045,2.6871948187,3.019345519,2.77312149,7.2646683493,6.3986407051,4.6262220557,5
5.238687,1290808,231,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.1620848713,2.7535974853,3.0833104752,2.6393769078,7.7022311315,4.894914513,4.5442662402,3
5.755034,1290810,231,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.774333,7.8158529229,0,0,0.774333,6.2605903315,2.8876571178,3.1100800334,2.7006493603,6.9991600358,5.551111691,5.8536670161,6
4.622738,1290813,231,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.9219608852,0,5.2091791815,2.7033667794,2.8815490129,2.9700180131,8.3999678668,3.5839208004,4.2056912534,7
5.32057,1290814,231,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.859703,4.4170555399,0,0,0.859703,5.7291578198,2.8107565076,3.0205928128,2.7246295648,6.7380170913,6.1791634205,4.9310202226,5
2.253558,907173,235,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5.728878424,2.7360690798,3.0389984847,2.9151501544,8.0093635257,3.6171489264,2.6850359614,10
2.495363,908150,235,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5.1184414732,2.8330325461,2.8930331312,2.8019659182,7.3629118232,4.7177303391,1.1787489837,5
4.507606,908152,235,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5.3429321045,2.6871948187,3.019345519,2.77312149,7.2646683493,6.3986407051,2.8732778677,8
3.869674,908470,235,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,6.0338054432,2.8585885655,3.0617882165,2.8981803294,6.4082951375,6.8452164516,4.1708936725,1
3.034364,1240131,235,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,6.4555268868,2.7831885291,3.0044063676,2.6761225577,7.184922426,5.7032508986,1.4631373215,6
2.644074,1240135,235,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.810756,5.674709318,2.6813974884,2.8794079827,2.7073185571,6.3910850929,6.719408951,2.4987319889,1
2.275492,1240136,235,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,6.696031644,2.8469700598,2.9929413828,2.8169198586,7.4748193676,5.3429343093,2.4249886764,1
1.364962,1240138,235,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5.8489033846,2.6710348552,3.0182824456,2.8929983091,6.9686554229,3.7901887808,1.1205538312,10
1.136248,1240139,235,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,3.3074942384,0,5.0660121893,2.5942349983,2.7810261061,2.9620923036,7.9639907501,5.2299965676,1.7321093065,4
3.071222,1240141,235,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1.523447,7.9756568119,0,0,1.523447,6.4031710619,2.9042703236,3.1031175161,2.7241475803,8.0168999017,4.5560182127,3.502544449,6
4.528959,1290808,235,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5.1620848713,2.7535974853,3.0833104752,2.6393769078,7.7022311315,4.894914513,3.6331519762,2
2.530265,1290810,235,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0.774333,7.8158529229,0,0,0.774333,6.2605903315,2.8876571178,3.1100800334,2.7006493603,6.9991600358,5.551111691,3.4525824867,5
-0.028871,1290813,235,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,2.9219608852,0,5.2091791815,2.7033667794,2.8815490129,2.9700180131,8.3999678668,3.5839208004,2.5755048826,1
3.562892,1290814,235,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0.859703,4.4170555399,0,0,0.859703,5.7291578198,2.8107565076,3.0205928128,2.7246295648,6.7380170913,6.1791634205,3.0265055574,9
1.753824,907173,249,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.728878424,2.7360690798,3.0389984847,2.9151501544,8.0093635257,3.6171489264,1.8335688113,9
1.031259,908150,249,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.1184414732,2.8330325461,2.8930331312,2.8019659182,7.3629118232,4.7177303391,1.4465623207,3
3.843245,908152,249,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.3429321045,2.6871948187,3.019345519,2.77312149,7.2646683493,6.3986407051,2.4570917425,1
4.098107,908470,249,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0338054432,2.8585885655,3.0617882165,2.8981803294,6.4082951375,6.8452164516,2.5994749638,5
2.882762,1240131,249,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.4555268868,2.7831885291,3.0044063676,2.6761225577,7.184922426,5.7032508986,1.827709776,1
1.746791,1240135,249,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.810756,5.674709318,2.6813974884,2.8794079827,2.7073185571,6.3910850929,6.719408951,2.0051115138,2
2.688508,1240136,249,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.696031644,2.8469700598,2.9929413828,2.8169198586,7.4748193676,5.3429343093,1.9727046147,8
2.137878,1240138,249,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.8489033846,2.6710348552,3.0182824456,2.8929983091,6.9686554229,3.7901887808,1.019283295,3
4.983868,1240141,249,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.523447,7.9756568119,0,0,1.523447,6.4031710619,2.9042703236,3.1031175161,2.7241475803,8.0168999017,4.5560182127,3.7939773345,4
3.846448,1290808,249,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.1620848713,2.7535974853,3.0833104752,2.6393769078,7.7022311315,4.894914513,2.0144079048,7
4.909987,1290810,249,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.774333,7.8158529229,0,0,0.774333,6.2605903315,2.8876571178,3.1100800334,2.7006493603,6.9991600358,5.551111691,3.4779816016,2
1.601401,1290813,249,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.9219608852,0,5.2091791815,2.7033667794,2.8815490129,2.9700180131,8.3999678668,3.5839208004,0.9664644745,8
4.523786,1290814,249,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.859703,4.4170555399,0,0,0.859703,5.7291578198,2.8107565076,3.0205928128,2.7246295648,6.7380170913,6.1791634205,2.8865782785,3
3.244146,907173,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5.728878424,2.7360690798,3.0389984847,2.9151501544,8.0093635257,3.6171489264,1.8293863049,4
3.601082,908150,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5.1184414732,2.8330325461,2.8930331312,2.8019659182,7.3629118232,4.7177303391,3.8256439416,8
3.008331,908152,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5.3429321045,2.6871948187,3.019345519,2.77312149,7.2646683493,6.3986407051,3.6555589361,4
3.856653,908470,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,6.0338054432,2.8585885655,3.0617882165,2.8981803294,6.4082951375,6.8452164516,3.2008266311,2
-0.068018,1240131,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,6.4555268868,2.7831885291,3.0044063676,2.6761225577,7.184922426,5.7032508986,0.7278717075,6
3.797918,1240135,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.810756,5.674709318,2.6813974884,2.8794079827,2.7073185571,6.3910850929,6.719408951,3.4545553324,6
1.055542,1240136,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,6.696031644,2.8469700598,2.9929413828,2.8169198586,7.4748193676,5.3429343093,0.1200641587,2
-1.132828,1240138,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5.8489033846,2.6710348552,3.0182824456,2.8929983091,6.9686554229,3.7901887808,2.9850197258,1
3.140227,1240139,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,3.3074942384,0,5.0660121893,2.5942349983,2.7810261061,2.9620923036,7.9639907501,5.2299965676,2.3208508433,7
0.954656,1240141,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1.523447,7.9756568119,0,0,1.523447,6.4031710619,2.9042703236,3.1031175161,2.7241475803,8.0168999017,4.5560182127,1.3665719964,3
2.699308,1290808,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5.1620848713,2.7535974853,3.0833104752,2.6393769078,7.7022311315,4.894914513,2.4725602564,4
2.875896,1290810,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.774333,7.8158529229,0,0,0.774333,6.2605903315,2.8876571178,3.1100800334,2.7006493603,6.9991600358,5.551111691,2.5080350555,4
-0.137954,1290813,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2.9219608852,0,5.2091791815,2.7033667794,2.8815490129,2.9700180131,8.3999678668,3.5839208004,0.5119944378,7
3.853944,1290814,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.859703,4.4170555399,0,0,0.859703,5.7291578198,2.8107565076,3.0205928128,2.7246295648,6.7380170913,6.1791634205,4.4724473122,8
4.143559,907173,253,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,5.728878424,2.7360690798,3.0389984847,2.9151501544,8.0093635257,3.6171489264,4.1507792112,5
5.667734,908150,253,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,5.1184414732,2.8330325461,2.8930331312,2.8019659182,7.3629118232,4.7177303391,5.0257615125,10
4.740991,908152,253,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,5.3429321045,2.6871948187,3.019345519,2.77312149,7.2646683493,6.3986407051,5.1022909405,3
5.477836,908470,253,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,6.0338054432,2.8585885655,3.0617882165,2.8981803294,6.4082951375,6.8452164516,5.0401923877,10
5.738658,1240131,253,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,6.4555268868,2.7831885291,3.0044063676,2.6761225577,7.184922426,5.7032508986,4.8128126023,10
4.399895,1240135,253,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.810756,5.674709318,2.6813974884,2.8794079827,2.7073185571,6.3910850929,6.719408951,5.0275661225,6
4.293144,1240136,253,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,6.696031644,2.8469700598,2.9929413828,2.8169198586,7.4748193676,5.3429343093,3.2685626308,1
4.256188,1240138,253,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,5.8489033846,2.6710348552,3.0182824456,2.8929983091,6.9686554229,3.7901887808,3.8938789608,4
4.538268,1240139,253,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,3.3074942384,0,5.0660121893,2.5942349983,2.7810261061,2.9620923036,7.9639907501,5.2299965676,5.0456006538,8
5.244896,1240141,253,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1.523447,7.9756568119,0,0,1.523447,6.4031710619,2.9042703236,3.1031175161,2.7241475803,8.0168999017,4.5560182127,5.0608928048,5
