IC50,Cancer,Drug,REC_R_HSA_141409,REC_R_HSA_141409_EXP,GO_0030878_EXP,CLS_average_ploidy
4.311673,910781,288,1,4.8081334031,5.5312781323,2.1709069768
4.7703,924187,288,1,4.7143561173,0,2.6533508085
2.233886,930082,288,0,0,6.9632637271,2.0219194553
5.432144,1240127,288,2,8.7835949774,0,3.6815714119
4.466242,1240174,288,1,4.2286055327,0,1.931980783
5.272482,907000,290,0,0,0,2.0060246273
5.603893,907051,290,2,8.9210509035,0,3.4323658044
5.539659,908130,290,0,0,0,1.9667921549
3.666017,909735,290,0,0,14.449119202,1.9784991522
4.450033,910691,290,0,0,0,2.2577327546
5.764794,910781,290,1,4.8081334031,5.5312781323,2.1709069768
6.353152,924187,290,1,4.7143561173,0,2.6533508085
4.760597,930082,290,0,0,6.9632637271,2.0219194553
4.693845,1240127,290,2,8.7835949774,0,3.6815714119
5.584989,1240174,290,1,4.2286055327,0,1.931980783
5.267138,907000,291,0,0,0,2.0060246273
3.505914,907051,291,2,8.9210509035,0,3.4323658044
4.918302,908130,291,0,0,0,1.9667921549
2.484534,909735,291,0,0,14.449119202,1.9784991522
3.091136,910691,291,0,0,0,2.2577327546
2.937262,910781,291,1,4.8081334031,5.5312781323,2.1709069768
3.871734,924187,291,1,4.7143561173,0,2.6533508085
2.895004,930082,291,0,0,6.9632637271,2.0219194553
3.335982,1240127,291,2,8.7835949774,0,3.6815714119
3.195041,1240174,291,1,4.2286055327,0,1.931980783
2.687391,907000,292,0,0,0,2.0060246273
5.00853,907051,292,2,8.9210509035,0,3.4323658044
4.194698,908130,292,0,0,0,1.9667921549
2.558992,909735,292,0,0,14.449119202,1.9784991522
3.376126,910691,292,0,0,0,2.2577327546
3.195842,910781,292,1,4.8081334031,5.5312781323,2.1709069768
4.275669,924187,292,1,4.7143561173,0,2.6533508085
4.923666,930082,292,0,0,6.9632637271,2.0219194553
4.483534,1240127,292,2,8.7835949774,0,3.6815714119
3.238196,1240174,292,1,4.2286055327,0,1.931980783
3.762041,907000,293,0,0,0,2.0060246273
4.081009,907051,293,2,8.9210509035,0,3.4323658044
3.998614,908130,293,0,0,0,1.9667921549
2.530708,909735,293,0,0,14.449119202,1.9784991522
3.744036,910691,293,0,0,0,2.2577327546
3.954591,910781,293,1,4.8081334031,5.5312781323,2.1709069768
4.594365,924187,293,1,4.7143561173,0,2.6533508085
3.697102,930082,293,0,0,6.9632637271,2.0219194553
4.803539,1240127,293,2,8.7835949774,0,3.6815714119
3.032066,1240174,293,1,4.2286055327,0,1.931980783
5.293266,907000,294,0,0,0,2.0060246273
5.537681,907051,294,2,8.9210509035,0,3.4323658044
5.403925,908130,294,0,0,0,1.9667921549
3.116559,909735,294,0,0,14.449119202,1.9784991522
3.454168,910691,294,0,0,0,2.2577327546
5.178283,910781,294,1,4.8081334031,5.5312781323,2.1709069768
3.835328,924187,294,1,4.7143561173,0,2.6533508085
2.280851,930082,294,0,0,6.9632637271,2.0219194553
3.233358,1240127,294,2,8.7835949774,0,3.6815714119
4.569949,1240174,294,1,4.2286055327,0,1.931980783
4.623618,907000,295,0,0,0,2.0060246273
4.071846,907051,295,2,8.9210509035,0,3.4323658044
4.797719,908130,295,0,0,0,1.9667921549
1.389324,909735,295,0,0,14.449119202,1.9784991522
2.804669,910691,295,0,0,0,2.2577327546
3.85213,910781,295,1,4.8081334031,5.5312781323,2.1709069768
2.901185,924187,295,1,4.7143561173,0,2.6533508085
2.364309,930082,295,0,0,6.9632637271,2.0219194553
3.064816,1240127,295,2,8.7835949774,0,3.6815714119
3.262039,1240174,295,1,4.2286055327,0,1.931980783
3.981762,907000,298,0,0,0,2.0060246273
4.278031,907051,298,2,8.9210509035,0,3.4323658044
4.158451,908130,298,0,0,0,1.9667921549
3.229829,909735,298,0,0,14.449119202,1.9784991522
4.942494,910691,298,0,0,0,2.2577327546
4.423446,910781,298,1,4.8081334031,5.5312781323,2.1709069768
5.998784,924187,298,1,4.7143561173,0,2.6533508085
4.065412,930082,298,0,0,6.9632637271,2.0219194553
5.378986,1240127,298,2,8.7835949774,0,3.6815714119
4.579712,1240174,298,1,4.2286055327,0,1.931980783
2.55352,907000,299,0,0,0,2.0060246273
3.883429,907051,299,2,8.9210509035,0,3.4323658044
-0.733414,908130,299,0,0,0,1.9667921549
-0.748915,909735,299,0,0,14.449119202,1.9784991522
-1.736327,910691,299,0,0,0,2.2577327546
-0.4477,910781,299,1,4.8081334031,5.5312781323,2.1709069768
1.023914,924187,299,1,4.7143561173,0,2.6533508085
3.958758,930082,299,0,0,6.9632637271,2.0219194553
1.656641,1240127,299,2,8.7835949774,0,3.6815714119
1.591207,1240174,299,1,4.2286055327,0,1.931980783
3.000279,907000,301,0,0,0,2.0060246273
4.932813,907051,301,2,8.9210509035,0,3.4323658044
3.15014,908130,301,0,0,0,1.9667921549
0.267949,909735,301,0,0,14.449119202,1.9784991522
1.543135,910691,301,0,0,0,2.2577327546
2.457764,910781,301,1,4.8081334031,5.5312781323,2.1709069768
4.047145,924187,301,1,4.7143561173,0,2.6533508085
3.144019,930082,301,0,0,6.9632637271,2.0219194553
2.097376,1240127,301,2,8.7835949774,0,3.6815714119
3.604201,1240174,301,1,4.2286055327,0,1.931980783
1.192922,907000,302,0,0,0,2.0060246273
3.417109,907051,302,2,8.9210509035,0,3.4323658044
2.164031,908130,302,0,0,0,1.9667921549
-1.883829,909735,302,0,0,14.449119202,1.9784991522
-3.425382,910691,302,0,0,0,2.2577327546
-1.549474,910781,302,1,4.8081334031,5.5312781323,2.1709069768
0.495052,924187,302,1,4.7143561173,0,2.6533508085
3.80707,930082,302,0,0,6.9632637271,2.0219194553
0.594679,1240127,302,2,8.7835949774,0,3.6815714119
-0.199649,1240174,302,1,4.2286055327,0,1.931980783
5.123048,907000,304,0,0,0,2.0060246273
5.603893,907051,304,2,8.9210509035,0,3.4323658044
5.230878,908130,304,0,0,0,1.9667921549
4.395509,909735,304,0,0,14.449119202,1.9784991522
2.210576,910691,304,0,0,0,2.2577327546
4.389328,910781,304,1,4.8081334031,5.5312781323,2.1709069768
3.973197,924187,304,1,4.7143561173,0,2.6533508085
5.572312,930082,304,0,0,6.9632637271,2.0219194553
4.404549,1240127,304,2,8.7835949774,0,3.6815714119
5.263057,1240174,304,1,4.2286055327,0,1.931980783
5.018582,907000,305,0,0,0,2.0060246273
5.60383,907051,305,2,8.9210509035,0,3.4323658044
3.961605,908130,305,0,0,0,1.9667921549
1.781612,909735,305,0,0,14.449119202,1.9784991522
2.706885,910691,305,0,0,0,2.2577327546
3.277711,910781,305,1,4.8081334031,5.5312781323,2.1709069768
2.706188,924187,305,1,4.7143561173,0,2.6533508085
1.26831,930082,305,0,0,6.9632637271,2.0219194553
3.628302,1240127,305,2,8.7835949774,0,3.6815714119
5.001627,1240174,305,1,4.2286055327,0,1.931980783
1.066457,907000,306,0,0,0,2.0060246273
4.00069,907051,306,2,8.9210509035,0,3.4323658044
3.132123,908130,306,0,0,0,1.9667921549
0.503206,909735,306,0,0,14.449119202,1.9784991522
3.290667,910691,306,0,0,0,2.2577327546
3.84626,910781,306,1,4.8081334031,5.5312781323,2.1709069768
2.792128,924187,306,1,4.7143561173,0,2.6533508085
3.882267,930082,306,0,0,6.9632637271,2.0219194553
2.809288,1240127,306,2,8.7835949774,0,3.6815714119
3.556791,1240174,306,1,4.2286055327,0,1.931980783
3.776586,907000,308,0,0,0,2.0060246273
1.52112,907051,308,2,8.9210509035,0,3.4323658044
0.876351,908130,308,0,0,0,1.9667921549
-0.375701,909735,308,0,0,14.449119202,1.9784991522
0.220222,910691,308,0,0,0,2.2577327546
-0.647803,910781,308,1,4.8081334031,5.5312781323,2.1709069768
0.491263,924187,308,1,4.7143561173,0,2.6533508085
-1.113699,930082,308,0,0,6.9632637271,2.0219194553
0.019835,1240127,308,2,8.7835949774,0,3.6815714119
1.051067,1240174,308,1,4.2286055327,0,1.931980783
4.69916,907000,309,0,0,0,2.0060246273
5.603893,907051,309,2,8.9210509035,0,3.4323658044
5.608959,908130,309,0,0,0,1.9667921549
2.476454,909735,309,0,0,14.449119202,1.9784991522
4.120557,910691,309,0,0,0,2.2577327546
4.924753,910781,309,1,4.8081334031,5.5312781323,2.1709069768
5.004429,924187,309,1,4.7143561173,0,2.6533508085
3.49593,930082,309,0,0,6.9632637271,2.0219194553
3.94271,1240127,309,2,8.7835949774,0,3.6815714119
5.588418,1240174,309,1,4.2286055327,0,1.931980783
-0.138057,907000,312,0,0,0,2.0060246273
0.549944,907051,312,2,8.9210509035,0,3.4323658044
0.749764,908130,312,0,0,0,1.9667921549
0.376086,909735,312,0,0,14.449119202,1.9784991522
0.096044,910691,312,0,0,0,2.2577327546
0.802468,910781,312,1,4.8081334031,5.5312781323,2.1709069768
1.129753,924187,312,1,4.7143561173,0,2.6533508085
0.542377,930082,312,0,0,6.9632637271,2.0219194553
0.490099,1240127,312,2,8.7835949774,0,3.6815714119
0.529537,1240174,312,1,4.2286055327,0,1.931980783
3.996701,907000,326,0,0,0,2.0060246273
4.934463,907051,326,2,8.9210509035,0,3.4323658044
1.751867,908130,326,0,0,0,1.9667921549
1.132017,909735,326,0,0,14.449119202,1.9784991522
-0.936535,910691,326,0,0,0,2.2577327546
2.666565,910781,326,1,4.8081334031,5.5312781323,2.1709069768
3.033114,924187,326,1,4.7143561173,0,2.6533508085
4.135692,930082,326,0,0,6.9632637271,2.0219194553
1.719035,1240127,326,2,8.7835949774,0,3.6815714119
4.219946,1240174,326,1,4.2286055327,0,1.931980783
2.619183,907000,329,0,0,0,2.0060246273
4.77197,907051,329,2,8.9210509035,0,3.4323658044
5.136539,908130,329,0,0,0,1.9667921549
2.842851,909735,329,0,0,14.449119202,1.9784991522
2.740187,910691,329,0,0,0,2.2577327546
4.644798,910781,329,1,4.8081334031,5.5312781323,2.1709069768
4.699215,924187,329,1,4.7143561173,0,2.6533508085
4.925732,930082,329,0,0,6.9632637271,2.0219194553
5.376298,1240127,329,2,8.7835949774,0,3.6815714119
4.9174,1240174,329,1,4.2286055327,0,1.931980783
2.916857,907000,330,0,0,0,2.0060246273
4.342385,907051,330,2,8.9210509035,0,3.4323658044
4.220021,908130,330,0,0,0,1.9667921549
2.349654,909735,330,0,0,14.449119202,1.9784991522
2.821496,910691,330,0,0,0,2.2577327546
3.662737,910781,330,1,4.8081334031,5.5312781323,2.1709069768
4.272771,924187,330,1,4.7143561173,0,2.6533508085
4.341389,930082,330,0,0,6.9632637271,2.0219194553
2.653001,1240127,330,2,8.7835949774,0,3.6815714119
3.116017,1240174,330,1,4.2286055327,0,1.931980783
1.674687,907000,331,0,0,0,2.0060246273
3.062954,907051,331,2,8.9210509035,0,3.4323658044
0.713415,908130,331,0,0,0,1.9667921549
-0.083851,909735,331,0,0,14.449119202,1.9784991522
-0.737743,910691,331,0,0,0,2.2577327546
0.573292,910781,331,1,4.8081334031,5.5312781323,2.1709069768
0.936791,924187,331,1,4.7143561173,0,2.6533508085
3.360532,930082,331,0,0,6.9632637271,2.0219194553
1.239784,1240127,331,2,8.7835949774,0,3.6815714119
1.206376,1240174,331,1,4.2286055327,0,1.931980783
5.218622,907000,345,0,0,0,2.0060246273
5.597158,907051,345,2,8.9210509035,0,3.4323658044
5.178165,908130,345,0,0,0,1.9667921549
3.578233,909735,345,0,0,14.449119202,1.9784991522
4.410488,910691,345,0,0,0,2.2577327546
5.462657,910781,345,1,4.8081334031,5.5312781323,2.1709069768
5.579997,924187,345,1,4.7143561173,0,2.6533508085
3.932636,930082,345,0,0,6.9632637271,2.0219194553
4.662816,1240127,345,2,8.7835949774,0,3.6815714119
4.885035,1240174,345,1,4.2286055327,0,1.931980783
1.123674,907000,1010,0,0,0,2.0060246273
1.053471,907051,1010,2,8.9210509035,0,3.4323658044
1.590676,908130,1010,0,0,0,1.9667921549
1.620886,909735,1010,0,0,14.449119202,1.9784991522
2.250779,910691,1010,0,0,0,2.2577327546
2.124999,910781,1010,1,4.8081334031,5.5312781323,2.1709069768
1.703075,924187,1010,1,4.7143561173,0,2.6533508085
-0.262395,930082,1010,0,0,6.9632637271,2.0219194553
2.755892,1240127,1010,2,8.7835949774,0,3.6815714119
2.995369,907000,1013,0,0,0,2.0060246273
1.56605,907051,1013,2,8.9210509035,0,3.4323658044
2.393823,908130,1013,0,0,0,1.9667921549
2.011299,909735,1013,0,0,14.449119202,1.9784991522
3.468649,910691,1013,0,0,0,2.2577327546
3.010009,910781,1013,1,4.8081334031,5.5312781323,2.1709069768
4.541205,924187,1013,1,4.7143561173,0,2.6533508085
3.292578,930082,1013,0,0,6.9632637271,2.0219194553
2.510013,907000,1015,0,0,0,2.0060246273
4.047432,907051,1015,2,8.9210509035,0,3.4323658044
3.26074,908130,1015,0,0,0,1.9667921549
2.73936,909735,1015,0,0,14.449119202,1.9784991522
3.147342,910691,1015,0,0,0,2.2577327546
1.862379,910781,1015,1,4.8081334031,5.5312781323,2.1709069768
3.978412,924187,1015,1,4.7143561173,0,2.6533508085
-0.428668,930082,1015,0,0,6.9632637271,2.0219194553
3.850451,1240127,1015,2,8.7835949774,0,3.6815714119
2.228957,907000,1019,0,0,0,2.0060246273
1.951859,907051,1019,2,8.9210509035,0,3.4323658044
2.496264,908130,1019,0,0,0,1.9667921549
0.777479,909735,1019,0,0,14.449119202,1.9784991522
2.710804,910691,1019,0,0,0,2.2577327546
3.041136,910781,1019,1,4.8081334031,5.5312781323,2.1709069768
3.952448,924187,1019,1,4.7143561173,0,2.6533508085
1.026808,930082,1019,0,0,6.9632637271,2.0219194553
3.529296,1240127,1019,2,8.7835949774,0,3.6815714119
1.015938,907000,1021,0,0,0,2.0060246273
1.612173,907051,1021,2,8.9210509035,0,3.4323658044
0.507245,908130,1021,0,0,0,1.9667921549
1.986344,909735,1021,0,0,14.449119202,1.9784991522
2.257796,910691,1021,0,0,0,2.2577327546
-0.136116,910781,1021,1,4.8081334031,5.5312781323,2.1709069768
4.525731,924187,1021,1,4.7143561173,0,2.6533508085
1.440592,930082,1021,0,0,6.9632637271,2.0219194553
1.120462,1240127,1021,2,8.7835949774,0,3.6815714119
-1.725541,907000,1022,0,0,0,2.0060246273
-0.00008,907051,1022,2,8.9210509035,0,3.4323658044
-0.973329,908130,1022,0,0,0,1.9667921549
-2.269836,909735,1022,0,0,14.449119202,1.9784991522
-1.235783,910691,1022,0,0,0,2.2577327546
-0.12977,910781,1022,1,4.8081334031,5.5312781323,2.1709069768
0.580885,924187,1022,1,4.7143561173,0,2.6533508085
0.756653,930082,1022,0,0,6.9632637271,2.0219194553
-1.136451,1240127,1022,2,8.7835949774,0,3.6815714119
2.995369,907000,1023,0,0,0,2.0060246273
2.142209,907051,1023,2,8.9210509035,0,3.4323658044
2.281117,908130,1023,0,0,0,1.9667921549
1.436403,909735,1023,0,0,14.449119202,1.9784991522
3.58385,910691,1023,0,0,0,2.2577327546
2.896155,910781,1023,1,4.8081334031,5.5312781323,2.1709069768
2.802337,924187,1023,1,4.7143561173,0,2.6533508085
2.010552,930082,1023,0,0,6.9632637271,2.0219194553
1.795173,1240127,1023,2,8.7835949774,0,3.6815714119
-0.221813,907000,1024,0,0,0,2.0060246273
-1.195026,907051,1024,2,8.9210509035,0,3.4323658044
-2.125822,908130,1024,0,0,0,1.9667921549
-0.979359,909735,1024,0,0,14.449119202,1.9784991522
-0.230181,910691,1024,0,0,0,2.2577327546
-0.064063,910781,1024,1,4.8081334031,5.5312781323,2.1709069768
0.267766,924187,1024,1,4.7143561173,0,2.6533508085
-2.867751,930082,1024,0,0,6.9632637271,2.0219194553
0.56637,1240127,1024,2,8.7835949774,0,3.6815714119
4.604807,907000,1025,0,0,0,2.0060246273
4.208199,907051,1025,2,8.9210509035,0,3.4323658044
5.10255,908130,1025,0,0,0,1.9667921549
4.510229,909735,1025,0,0,14.449119202,1.9784991522
4.779059,910691,1025,0,0,0,2.2577327546
4.535715,910781,1025,1,4.8081334031,5.5312781323,2.1709069768
5.194026,924187,1025,1,4.7143561173,0,2.6533508085
4.83958,930082,1025,0,0,6.9632637271,2.0219194553
5.751624,1240127,1025,2,8.7835949774,0,3.6815714119
2.995369,907000,1028,0,0,0,2.0060246273
3.058578,907051,1028,2,8.9210509035,0,3.4323658044
3.482232,908130,1028,0,0,0,1.9667921549
2.484594,909735,1028,0,0,14.449119202,1.9784991522
2.854034,910691,1028,0,0,0,2.2577327546
3.465393,910781,1028,1,4.8081334031,5.5312781323,2.1709069768
4.361749,924187,1028,1,4.7143561173,0,2.6533508085
3.185005,930082,1028,0,0,6.9632637271,2.0219194553
4.142186,1240127,1028,2,8.7835949774,0,3.6815714119
2.381884,907000,1029,0,0,0,2.0060246273
3.301308,907051,1029,2,8.9210509035,0,3.4323658044
2.521767,908130,1029,0,0,0,1.9667921549
3.121682,909735,1029,0,0,14.449119202,1.9784991522
2.639574,910691,1029,0,0,0,2.2577327546
4.052295,924187,1029,1,4.7143561173,0,2.6533508085
4.023033,1240127,1029,2,8.7835949774,0,3.6815714119
1.084317,1240174,1029,1,4.2286055327,0,1.931980783
3.431554,907000,1030,0,0,0,2.0060246273
3.746255,907051,1030,2,8.9210509035,0,3.4323658044
3.866298,908130,1030,0,0,0,1.9667921549
4.163922,909735,1030,0,0,14.449119202,1.9784991522
4.043123,910691,1030,0,0,0,2.2577327546
4.857058,924187,1030,1,4.7143561173,0,2.6533508085
4.393287,1240127,1030,2,8.7835949774,0,3.6815714119
2.841715,1240174,1030,1,4.2286055327,0,1.931980783
2.323612,907000,1037,0,0,0,2.0060246273
1.178101,907051,1037,2,8.9210509035,0,3.4323658044
1.748846,908130,1037,0,0,0,1.9667921549
1.711789,909735,1037,0,0,14.449119202,1.9784991522
2.508123,910691,1037,0,0,0,2.2577327546
4.407612,924187,1037,1,4.7143561173,0,2.6533508085
1.931691,1240127,1037,2,8.7835949774,0,3.6815714119
2.646598,1240174,1037,1,4.2286055327,0,1.931980783
2.290295,907000,1038,0,0,0,2.0060246273
1.75986,907051,1038,2,8.9210509035,0,3.4323658044
1.783051,908130,1038,0,0,0,1.9667921549
2.213584,909735,1038,0,0,14.449119202,1.9784991522
2.794118,910691,1038,0,0,0,2.2577327546
3.451416,924187,1038,1,4.7143561173,0,2.6533508085
4.142186,1240127,1038,2,8.7835949774,0,3.6815714119
2.527433,1240174,1038,1,4.2286055327,0,1.931980783
3.820183,907000,1039,0,0,0,2.0060246273
4.607106,907051,1039,2,8.9210509035,0,3.4323658044
3.596006,908130,1039,0,0,0,1.9667921549
3.838728,909735,1039,0,0,14.449119202,1.9784991522
4.96981,910691,1039,0,0,0,2.2577327546
6.012056,924187,1039,1,4.7143561173,0,2.6533508085
5.75081,1240127,1039,2,8.7835949774,0,3.6815714119
4.343041,1240174,1039,1,4.2286055327,0,1.931980783
4.370242,907000,1042,0,0,0,2.0060246273
4.860016,907051,1042,2,8.9210509035,0,3.4323658044
4.450313,908130,1042,0,0,0,1.9667921549
3.287552,909735,1042,0,0,14.449119202,1.9784991522
4.616023,910691,1042,0,0,0,2.2577327546
4.418049,924187,1042,1,4.7143561173,0,2.6533508085
4.39356,1240127,1042,2,8.7835949774,0,3.6815714119
4.017774,1240174,1042,1,4.2286055327,0,1.931980783
4.084627,907000,1043,0,0,0,2.0060246273
4.898513,907051,1043,2,8.9210509035,0,3.4323658044
3.983327,908130,1043,0,0,0,1.9667921549
4.19322,909735,1043,0,0,14.449119202,1.9784991522
5.014256,910691,1043,0,0,0,2.2577327546
5.368347,924187,1043,1,4.7143561173,0,2.6533508085
5.04665,1240127,1043,2,8.7835949774,0,3.6815714119
3.374214,1240174,1043,1,4.2286055327,0,1.931980783
0.773926,907000,1046,0,0,0,2.0060246273
1.57385,907051,1046,2,8.9210509035,0,3.4323658044
2.32165,908130,1046,0,0,0,1.9667921549
0.528369,909735,1046,0,0,14.449119202,1.9784991522
2.805871,910691,1046,0,0,0,2.2577327546
3.530317,924187,1046,1,4.7143561173,0,2.6533508085
3.995363,1240127,1046,2,8.7835949774,0,3.6815714119
0.890941,1240174,1046,1,4.2286055327,0,1.931980783
2.129866,907000,1049,0,0,0,2.0060246273
2.598934,907051,1049,2,8.9210509035,0,3.4323658044
0.40133,908130,1049,0,0,0,1.9667921549
2.885305,909735,1049,0,0,14.449119202,1.9784991522
3.624982,910691,1049,0,0,0,2.2577327546
4.549733,924187,1049,1,4.7143561173,0,2.6533508085
4.142186,1240127,1049,2,8.7835949774,0,3.6815714119
2.853696,1240174,1049,1,4.2286055327,0,1.931980783
1.371105,907000,1050,0,0,0,2.0060246273
1.541723,907051,1050,2,8.9210509035,0,3.4323658044
0.983443,908130,1050,0,0,0,1.9667921549
1.78115,909735,1050,0,0,14.449119202,1.9784991522
3.447262,910691,1050,0,0,0,2.2577327546
3.822205,924187,1050,1,4.7143561173,0,2.6533508085
1.006259,1240174,1050,1,4.2286055327,0,1.931980783
2.990814,907000,1052,0,0,0,2.0060246273
3.519809,907051,1052,2,8.9210509035,0,3.4323658044
2.13598,908130,1052,0,0,0,1.9667921549
3.458023,909735,1052,0,0,14.449119202,1.9784991522
4.46005,910691,1052,0,0,0,2.2577327546
4.661775,924187,1052,1,4.7143561173,0,2.6533508085
2.631424,1240127,1052,2,8.7835949774,0,3.6815714119
2.296836,1240174,1052,1,4.2286055327,0,1.931980783
1.596743,907000,1053,0,0,0,2.0060246273
1.702524,907051,1053,2,8.9210509035,0,3.4323658044
0.09627,908130,1053,0,0,0,1.9667921549
2.224287,909735,1053,0,0,14.449119202,1.9784991522
-0.96618,910691,1053,0,0,0,2.2577327546
1.256677,924187,1053,1,4.7143561173,0,2.6533508085
1.145436,1240127,1053,2,8.7835949774,0,3.6815714119
2.672145,907000,1054,0,0,0,2.0060246273
1.945006,907051,1054,2,8.9210509035,0,3.4323658044
1.090398,908130,1054,0,0,0,1.9667921549
2.050923,909735,1054,0,0,14.449119202,1.9784991522
4.092615,910691,1054,0,0,0,2.2577327546
5.073953,924187,1054,1,4.7143561173,0,2.6533508085
4.835334,1240127,1054,2,8.7835949774,0,3.6815714119
-2.219758,907000,1057,0,0,0,2.0060246273
-2.740485,907051,1057,2,8.9210509035,0,3.4323658044
-3.528629,908130,1057,0,0,0,1.9667921549
-2.507826,909735,1057,0,0,14.449119202,1.9784991522
-3.300334,910691,1057,0,0,0,2.2577327546
-1.209053,924187,1057,1,4.7143561173,0,2.6533508085
-1.105295,1240127,1057,2,8.7835949774,0,3.6815714119
-5.347594,1240174,1057,1,4.2286055327,0,1.931980783
0.706812,907000,1059,0,0,0,2.0060246273
-0.058405,907051,1059,2,8.9210509035,0,3.4323658044
-2.000144,908130,1059,0,0,0,1.9667921549
0.111195,909735,1059,0,0,14.449119202,1.9784991522
-1.30367,910691,1059,0,0,0,2.2577327546
1.07881,924187,1059,1,4.7143561173,0,2.6533508085
0.712695,1240127,1059,2,8.7835949774,0,3.6815714119
1.554855,1240174,1059,1,4.2286055327,0,1.931980783
-0.216379,907000,1060,0,0,0,2.0060246273
1.125777,907051,1060,2,8.9210509035,0,3.4323658044
-0.636479,908130,1060,0,0,0,1.9667921549
1.3117,909735,1060,0,0,14.449119202,1.9784991522
1.714454,910691,1060,0,0,0,2.2577327546
0.645199,924187,1060,1,4.7143561173,0,2.6533508085
-0.468975,1240127,1060,2,8.7835949774,0,3.6815714119
-0.92534,1240174,1060,1,4.2286055327,0,1.931980783
3.910913,907000,1061,0,0,0,2.0060246273
3.328103,907051,1061,2,8.9210509035,0,3.4323658044
3.879911,908130,1061,0,0,0,1.9667921549
4.582369,910691,1061,0,0,0,2.2577327546
5.466023,924187,1061,1,4.7143561173,0,2.6533508085
5.058477,1240127,1061,2,8.7835949774,0,3.6815714119
4.470797,907000,1129,0,0,0,2.0060246273
3.827448,907051,1129,2,8.9210509035,0,3.4323658044
4.620851,908130,1129,0,0,0,1.9667921549
3.565173,909735,1129,0,0,14.449119202,1.9784991522
5.066171,910691,1129,0,0,0,2.2577327546
4.94244,910781,1129,1,4.8081334031,5.5312781323,2.1709069768
3.738978,924187,1129,1,4.7143561173,0,2.6533508085
5.074415,1240127,1129,2,8.7835949774,0,3.6815714119
3.046767,1240174,1129,1,4.2286055327,0,1.931980783
1.571659,907000,1142,0,0,0,2.0060246273
1.195718,907051,1142,2,8.9210509035,0,3.4323658044
0.772827,908130,1142,0,0,0,1.9667921549
0.34452,909735,1142,0,0,14.449119202,1.9784991522
1.836927,910691,1142,0,0,0,2.2577327546
2.9458,1240127,1142,2,8.7835949774,0,3.6815714119
2.359845,1240174,1142,1,4.2286055327,0,1.931980783
3.661514,907000,1143,0,0,0,2.0060246273
2.834862,907051,1143,2,8.9210509035,0,3.4323658044
3.354213,908130,1143,0,0,0,1.9667921549
2.40969,909735,1143,0,0,14.449119202,1.9784991522
4.208371,910691,1143,0,0,0,2.2577327546
3.852622,930082,1143,0,0,6.9632637271,2.0219194553
5.552964,1240127,1143,2,8.7835949774,0,3.6815714119
3.720634,1240174,1143,1,4.2286055327,0,1.931980783
3.58033,907000,1158,0,0,0,2.0060246273
4.116611,907051,1158,2,8.9210509035,0,3.4323658044
3.593207,908130,1158,0,0,0,1.9667921549
1.464914,909735,1158,0,0,14.449119202,1.9784991522
3.710596,910691,1158,0,0,0,2.2577327546
3.056966,930082,1158,0,0,6.9632637271,2.0219194553
5.589552,1240127,1158,2,8.7835949774,0,3.6815714119
3.726303,1240174,1158,1,4.2286055327,0,1.931980783
0.594967,907000,1161,0,0,0,2.0060246273
0.826513,907051,1161,2,8.9210509035,0,3.4323658044
0.295604,908130,1161,0,0,0,1.9667921549
0.018965,909735,1161,0,0,14.449119202,1.9784991522
0.494351,910691,1161,0,0,0,2.2577327546
1.576614,1240127,1161,2,8.7835949774,0,3.6815714119
1.182704,1240174,1161,1,4.2286055327,0,1.931980783
2.991862,907000,1164,0,0,0,2.0060246273
2.901395,907051,1164,2,8.9210509035,0,3.4323658044
2.824846,908130,1164,0,0,0,1.9667921549
1.046128,909735,1164,0,0,14.449119202,1.9784991522
3.698672,910691,1164,0,0,0,2.2577327546
1.744936,930082,1164,0,0,6.9632637271,2.0219194553
5.4366,1240127,1164,2,8.7835949774,0,3.6815714119
3.332309,1240174,1164,1,4.2286055327,0,1.931980783
4.529046,907000,1194,0,0,0,2.0060246273
4.681879,907051,1194,2,8.9210509035,0,3.4323658044
3.48846,908130,1194,0,0,0,1.9667921549
4.413109,909735,1194,0,0,14.449119202,1.9784991522
4.131986,910691,1194,0,0,0,2.2577327546
4.092063,910781,1194,1,4.8081334031,5.5312781323,2.1709069768
5.918537,924187,1194,1,4.7143561173,0,2.6533508085
3.99987,930082,1194,0,0,6.9632637271,2.0219194553
5.589552,1240127,1194,2,8.7835949774,0,3.6815714119
4.801131,1240174,1194,1,4.2286055327,0,1.931980783
2.498874,907000,1203,0,0,0,2.0060246273
4.665072,907051,1203,2,8.9210509035,0,3.4323658044
2.158974,908130,1203,0,0,0,1.9667921549
0.564936,909735,1203,0,0,14.449119202,1.9784991522
2.942022,930082,1203,0,0,6.9632637271,2.0219194553
5.589552,1240127,1203,2,8.7835949774,0,3.6815714119
4.459146,1240174,1203,1,4.2286055327,0,1.931980783
2.697778,907000,1219,0,0,0,2.0060246273
2.609446,907051,1219,2,8.9210509035,0,3.4323658044
2.537405,908130,1219,0,0,0,1.9667921549
0.941561,909735,1219,0,0,14.449119202,1.9784991522
2.526672,910691,1219,0,0,0,2.2577327546
4.183972,910781,1219,1,4.8081334031,5.5312781323,2.1709069768
2.35167,924187,1219,1,4.7143561173,0,2.6533508085
3.395349,930082,1219,0,0,6.9632637271,2.0219194553
5.580561,1240127,1219,2,8.7835949774,0,3.6815714119
2.359585,1240174,1219,1,4.2286055327,0,1.931980783
