IC50,Cancer,Drug,From_Sanger,Fingerprint_834,Fingerprint_826,Fingerprint_822,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_797,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_709,Fingerprint_697,Fingerprint_686,Fingerprint_677,Fingerprint_673,Fingerprint_672,Fingerprint_659,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_617,Fingerprint_611,GO_0034976,EXP_STK10,EXP_PRKCG,EXP_SGK2,EXP_CLK4,EXP_PLK3_X_EXP_PTEN,EXP_PRKCG_X_EXP_TRPV4,PWY_R_HSA_2682334_X_PWY_R_HSA_416476,Predicted IC50,Validation
4.973518,1240223,309,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,4.6718875837,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,4.6698259576,8
4.87717,1240223,326,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,4.6718875837,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,4.5204207613,5
4.570449,1290722,298,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,4.8540869637,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,4.9328307696,3
-0.142825,910568,273,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5.4744699407,3.3485190305,3.0875082201,5.1440836553,40.251729322,11.005225277,0,1.0388254034,6
-3.461163,924238,53,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4.9113196476,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,0.1410352419,9
2.161302,906795,308,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,1.7778612256,5
-0.067343,910568,254,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,5.4744699407,3.3485190305,3.0875082201,5.1440836553,40.251729322,11.005225277,0,1.5451280474,2
5.170806,1240223,304,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,4.6718875837,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,4.3255227628,7
2.6441282953,906795,1032,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,3.156408893,3
1.53162,924102,1010,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,5.2805996096,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,1.2112876249,7
5.478552,906864,203,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,3.684231487,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,5.3905301389,6
3.834758,1240178,330,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,4.5290463462,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,4.1627608721,9
1.70526,906696,185,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,2.1018797732,9
2.743436,924238,1029,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,4.9113196476,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,2.319473015,10
3.248477,906864,159,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,3.684231487,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,1.8964395572,10
5.325844,906864,257,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,3.684231487,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,4.8306039706,4
0.052252,906795,1242,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,-0.160253681,8
4.50355,924151,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.2086232437,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,4.179023676,10
3.776411,910568,1025,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5.4744699407,3.3485190305,3.0875082201,5.1440836553,40.251729322,11.005225277,0,3.6273618222,5
3.434773,930299,1015,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,3.0410457739,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,2.4723377941,5
2.708412,1240154,291,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,4.7162444395,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,2.3699497564,5
-0.358798,906696,1129,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,2.6758745877,3
2.049813,924238,185,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,4.9113196476,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,1.9620370828,2
3.37584,924102,304,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,5.2805996096,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,4.415456565,6
-3.210354,1240223,1024,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,4.6718875837,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,-1.740354384,1
4.542799,906864,281,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,3.684231487,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,4.9478280694,3
5.717387,1290722,229,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,4.8540869637,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,5.0745196854,6
-2.346443,924151,299,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,5.2086232437,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,0.8462358813,2
5.419373,1240178,298,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,4.5290463462,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,4.6398211916,5
3.443759,924104,275,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,5.4871670756,3.3416628895,3.0274372318,4.2002853487,43.836712018,13.043405975,0,3.3491080472,7
2.80355,924238,249,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.9113196476,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,1.5110569555,3
3.701677,906864,1164,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,3.684231487,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,3.4077202626,1
5.15496,906795,253,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,5.2373530596,5
3.274006,906696,275,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,3.998746064,6
4.83575,906795,1203,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,4.2767391291,3
3.29622,906696,1028,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,2.0932160062,9
5.208916,910568,263,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,5.4744699407,3.3485190305,3.0875082201,5.1440836553,40.251729322,11.005225277,0,4.1488579162,1
1.08831,1290722,167,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,4.8540869637,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,2.047799958,7
5.246863,924102,231,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,5.2805996096,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,4.739046156,3
1.884944,1240223,256,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,4.6718875837,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,1.2430946123,1
3.146256,1240178,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.5290463462,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,4.0789347231,7
4.680035,924104,193,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5.4871670756,3.3416628895,3.0274372318,4.2002853487,43.836712018,13.043405975,0,4.2559442701,9
2.062683,910568,1015,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,5.4744699407,3.3485190305,3.0875082201,5.1440836553,40.251729322,11.005225277,0,0.4125474818,5
5.02365,930299,1052,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,3.0410457739,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,4.2995151962,10
3.952975,924151,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,5.2086232437,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,3.2990887183,2
6.135845,906795,193,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,6.4061758967,9
3.775926,1290722,282,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,4.8540869637,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,3.6433854448,3
5.254073,924238,193,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4.9113196476,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,5.1140444743,9
2.428418,910568,331,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,5.4744699407,3.3485190305,3.0875082201,5.1440836553,40.251729322,11.005225277,0,1.5816713307,2
0.261403,1240154,1050,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,4.7162444395,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,1.0558205755,9
-1.539123,906696,1054,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,-0.401303118,2
4.544576,906795,287,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,4.375461517,7
4.433262,906696,263,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,3.5222296386,7
2.934997,1240223,1052,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,4.6718875837,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,3.460635205,6
0.773898,1240178,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4.5290463462,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,0.6022127891,2
2.198689,924238,64,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,4.9113196476,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,2.8702891687,6
0.600139,1240178,308,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,4.5290463462,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,0.9652534599,2
0.562094,906696,312,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,0.3408117534,3
3.940555,924102,326,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,5.2805996096,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,3.5761673198,1
0.918101,906864,1059,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,3.684231487,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,-0.092131424,7
2.25053,1240223,202,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,4.6718875837,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,1.9340151024,9
0.97829,1240223,199,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,4.6718875837,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,1.7849592933,9
1.30966,924104,226,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,5.4871670756,3.3416628895,3.0274372318,4.2002853487,43.836712018,13.043405975,0,1.6419565473,5
2.021309,924104,291,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,5.4871670756,3.3416628895,3.0274372318,4.2002853487,43.836712018,13.043405975,0,2.4717192522,7
5.717791,1290722,309,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,4.8540869637,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,6.1627463118,1
3.553304,924151,291,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,5.2086232437,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,3.2138309026,2
1.562848,906795,185,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,2.989215307,3
2.636106,1240178,257,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,4.5290463462,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,3.639177274,1
5.173295,906795,203,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,4.7211357944,9
-0.405337,906696,262,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,1.4915784441,1
3.979113,906696,257,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,3.0792785818,10
4.740236,930299,1061,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,3.0410457739,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,3.7555287985,4
2.257694,1240223,176,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4.6718875837,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,3.3859428975,3
4.504777,1290722,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,4.8540869637,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,2.3111887352,7
5.71784,1290722,279,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,4.8540869637,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,5.3207172823,3
2.315273,924102,176,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,5.2805996096,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,3.4141153014,5
2.468041,910568,202,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,5.4744699407,3.3485190305,3.0875082201,5.1440836553,40.251729322,11.005225277,0,1.3236377174,4
5.060468,906795,330,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,4.8653058822,4
3.403407,924238,54,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4.9113196476,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,0.1410352419,3
3.92883,1240154,326,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,4.7162444395,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,3.9252404462,3
0.364898,924151,305,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,5.2086232437,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,2.5391676344,2
1.691845,910568,207,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5.4744699407,3.3485190305,3.0875082201,5.1440836553,40.251729322,11.005225277,0,0.6929452554,4
0.160885,924104,219,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,5.4871670756,3.3416628895,3.0274372318,4.2002853487,43.836712018,13.043405975,0,1.2136520069,4
-0.359673,906795,1059,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,-0.28299158,5
0.092913,924238,308,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,4.9113196476,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,0.4429017664,2
-0.151851,924151,282,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,5.2086232437,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,1.5752389275,4
-0.405024,924151,159,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,5.2086232437,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,-0.240365454,4
-0.34405,1240154,167,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,4.7162444395,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,0.4727673546,9
1.249235,906795,1054,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,1.1404879605,7
0.044077,906795,158,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,2.5344680842,5
3.460022,924102,257,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,5.2805996096,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,3.2807007618,8
-0.656304,906795,1024,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,-0.639413504,5
-0.676948,1240154,301,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,4.7162444395,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,1.5390991109,4
3.824254,924102,294,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,5.2805996096,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,4.7970910255,6
4.02526,1240223,298,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,4.6718875837,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,4.0151208991,4
2.100295,924151,260,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,5.2086232437,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,2.1403449974,9
-1.995556,910568,29,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,5.4744699407,3.3485190305,3.0875082201,5.1440836553,40.251729322,11.005225277,0,-1.043488716,6
3.552934,924102,292,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,5.2805996096,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,2.9105521586,5
5.894326,906864,230,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,3.684231487,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,6.8536785237,7
1.277459,1290722,1054,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,4.8540869637,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,1.6656874384,8
4.950794,906696,301,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,3.6711104191,6
1.682666,906696,1161,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,5.6887633734,3.2913097329,3.2239009534,4.1059921867,42.354548904,10.419057199,0,0.9248343421,5
5.499461,906864,229,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,3.684231487,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,6.1761391342,4
-0.050573,924104,184,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,5.4871670756,3.3416628895,3.0274372318,4.2002853487,43.836712018,13.043405975,0,0.3670444712,1
5.101672,906864,330,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,3.684231487,3.1605538831,2.8186225925,3.445590008,31.426247528,9.9042337231,1,5.2978354691,3
3.932559,930299,1219,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,3.0410457739,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,2.8890773801,4
4.240696,906795,281,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,4.3553195447,3.1845247075,2.8894641189,3.7161075629,31.249486693,11.385247385,1,4.6705726931,3
5.234531,1290722,293,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,4.8540869637,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,5.16788715,4
1.027234,1240154,1023,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,4.7162444395,3.469323839,3.1272072856,5.0934769034,41.910201759,11.793711053,0,0.6018238913,5
5.300678,930299,288,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,3.0410457739,3.1467814703,2.7263316715,3.7019469694,34.050387313,9.5638449173,2,6.1618627887,8
-0.205326,1290722,178,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,4.8540869637,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,1.9791897715,3
3.051516,1290722,299,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,4.8540869637,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,1.8648698447,2
2.126412,924238,38,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,4.9113196476,3.2564228182,2.8615461468,4.8776174633,44.100411177,11.264831987,0,1.330727396,5
-2.682233,924151,283,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,5.2086232437,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,-3.34020626,7
5.416624,1240178,301,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,4.5290463462,3.240948068,2.8881365765,4.2699846385,35.917913865,10.50479068,0,3.7467333216,1
1.258879,924151,158,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5.2086232437,3.2202218213,3.1005331138,4.2295887061,38.194925505,12.92785556,0,0.9403822973,10
-0.562958,1290722,153,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,4.8540869637,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,-0.577932437,2
1.827561,924104,249,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5.4871670756,3.3416628895,3.0274372318,4.2002853487,43.836712018,13.043405975,0,1.1913578473,8
5.696793,1290722,294,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,4.8540869637,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,4.9983500445,3
-1.245401,924102,153,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,5.2805996096,3.3954973622,2.8865987829,4.2441295163,35.555315983,10.896537704,0,-2.09001504,4
-1.136702,1240223,155,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,4.6718875837,3.2892047784,3.0382677659,4.1705082584,40.454954776,11.186232827,0,-0.770156583,3
2.69753,1290722,254,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,4.8540869637,3.2929922365,2.9068377196,4.4295536292,29.761514135,10.752885992,1,3.6831782607,2
