IC50,Cancer,Drug,MOT_3D_RegulatorySpine_CSV,REC_R_HSA_3928602,REC_R_HSA_5218804,GO_0007286,GO_0016477_CSV,GO_0035023,GO_0048008,GO_0070372_EXP,FAM_CK1,EXP_CSNK1A1L,Predicted IC50,Validation
1.73041,909754,158,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,3
0.840764,909756,158,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,10
-1.536376,909759,158,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,7
1.028093,910784,158,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,7
1.677899,924248,158,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,8
1.130534,925343,158,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,9
1.259409,971773,158,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,7
2.475542,1240166,158,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,9
2.213725,1240210,158,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,3
2.998481,1240215,158,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,10
0.494058,1299061,158,0,0,0,0,0,0,0,0,0,3.181275322,1.8029455566,7
-0.867908,906999,159,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,7
-1.939917,907298,159,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,10
-0.607888,908127,159,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,5
0.686166,909264,159,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,10
0.94529,909716,159,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,8
-0.837355,909720,159,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,7
-1.158894,909732,159,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,3
2.609779,909754,159,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,3
-0.627562,909756,159,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,8
-0.920307,909759,159,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,1
-1.768292,910784,159,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,9
2.703987,924248,159,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,6
-0.278874,925343,159,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,2
2.179714,971773,159,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,8
2.463916,1240166,159,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,9
0.777312,1240210,159,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,8
1.043512,1240215,159,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,10
-0.144281,1299061,159,0,0,0,0,0,0,0,0,0,3.181275322,1.8029455566,5
2.706375,906999,167,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,1
1.927724,907298,167,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,2
1.652768,908127,167,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,10
1.641194,909264,167,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,7
1.496917,909716,167,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,7
0.146726,909720,167,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,5
1.476199,909732,167,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,4
6.652006,909754,167,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,10
1.003057,909756,167,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,7
1.303546,909759,167,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,3
1.859881,910784,167,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,7
2.724346,924248,167,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,7
-0.610711,925343,167,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,3
0.529282,971773,167,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,9
2.175238,1240166,167,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,9
1.895842,1240210,167,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,6
2.369726,1240215,167,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,8
4.058416,1299061,167,0,0,0,0,0,0,0,0,0,3.181275322,1.8029455566,6
5.594507,906999,176,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,8
4.327639,907298,176,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,4
2.790947,908127,176,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,5
4.036898,909264,176,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,9
2.910773,909716,176,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,3
2.02143,909720,176,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,5
3.550422,909732,176,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,1
3.754736,909754,176,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,1
2.162657,909756,176,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,10
2.248836,909759,176,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,9
6.303699,910784,176,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,4
2.495913,924248,176,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,6
5.244882,925343,176,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,5
2.789291,971773,176,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,2
2.36979,1240166,176,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,5
2.161229,1240210,176,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,7
3.75131,1240215,176,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,5
5.173125,1299061,176,0,0,0,0,0,0,0,0,0,3.181275322,1.8029455566,6
5.005885,906999,177,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,5
1.818517,907298,177,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,6
1.224584,908127,177,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,8
4.133085,909264,177,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,10
3.542909,909716,177,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,4
1.098413,909720,177,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,2
0.940118,909732,177,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,9
6.67835,909754,177,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,5
2.120593,909756,177,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,5
2.14873,909759,177,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,8
2.55177,910784,177,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,9
4.219894,924248,177,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,3
0.031013,925343,177,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,7
0.925344,971773,177,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,2
4.580508,1240166,177,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,10
3.481101,1240210,177,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,7
3.173284,1240215,177,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,6
3.376256,1299061,177,0,0,0,0,0,0,0,0,0,3.181275322,1.8029455566,1
-0.484176,906999,178,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,10
1.404831,907298,178,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,5
0.033521,908127,178,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,3
3.964234,909264,178,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,1
3.243417,909716,178,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,4
2.465092,909720,178,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,7
1.648513,909732,178,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,6
5.515973,909754,178,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,4
0.178464,909756,178,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,9
-0.142593,909759,178,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,6
1.787007,910784,178,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,4
1.457156,924248,178,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,3
2.596567,925343,178,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,10
1.34688,971773,178,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,9
0.23609,1240166,178,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,1
1.386112,1240210,178,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,3
1.539301,1240215,178,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,3
1.326308,1299061,178,0,0,0,0,0,0,0,0,0,3.181275322,1.8029455566,1
0.53385,906999,184,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,3
0.207543,907298,184,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,2
-0.084552,908127,184,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,2
-1.752526,909264,184,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,5
-2.225724,909716,184,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,6
0.472028,909720,184,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,9
0.25845,909732,184,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,10
3.312634,909754,184,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,4
-0.170665,909756,184,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,8
-1.285976,909759,184,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,6
0.499473,910784,184,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,1
-0.788377,924248,184,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,8
-2.743052,925343,184,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,4
-1.276609,971773,184,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,7
1.408045,1240166,184,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,10
-2.860583,1240210,184,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,3
1.143552,1240215,184,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,10
0.140405,1299061,184,0,0,0,0,0,0,0,0,0,3.181275322,1.8029455566,7
2.581817,906999,185,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,5
3.171483,907298,185,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,4
3.103214,908127,185,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,1
-0.14051,909264,185,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,10
-0.59872,909716,185,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,4
3.218232,909720,185,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,10
2.723817,909732,185,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,1
4.90189,909754,185,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,6
2.612373,909756,185,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,8
2.540002,909759,185,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,4
3.577754,910784,185,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,8
0.710142,924248,185,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,2
3.044508,925343,185,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,1
-0.369232,971773,185,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,6
2.961966,1240166,185,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,7
-1.16896,1240210,185,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,10
3.364707,1240215,185,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,6
1.693262,1299061,185,0,0,0,0,0,0,0,0,0,3.181275322,1.8029455566,8
3.650905,906999,192,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,9
4.643883,907298,192,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,7
4.870791,908127,192,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,4
4.006122,909264,192,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,9
4.470025,909716,192,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,9
3.540154,909720,192,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,10
4.644339,909732,192,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,4
3.803872,909754,192,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,3
3.971652,909756,192,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,5
4.892088,909759,192,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,3
3.986049,910784,192,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,6
5.18401,924248,192,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,4
4.888275,925343,192,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,4
4.290906,971773,192,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,9
4.906601,1240166,192,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,1
4.347145,1240210,192,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,8
5.831554,1240215,192,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,9
2.975435,1299061,192,0,0,0,0,0,0,0,0,0,3.181275322,1.8029455566,7
5.111462,906999,193,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,1
6.167618,907298,193,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,1
5.151417,908127,193,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,8
5.791546,909264,193,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,9
5.659505,909716,193,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,7
5.372646,909720,193,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,10
4.893303,909732,193,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,5
6.167212,909754,193,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,4
5.278376,909756,193,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,9
5.548797,909759,193,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,9
5.99346,910784,193,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,4
5.560506,924248,193,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,6
5.656478,925343,193,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,3
4.998292,971773,193,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,2
4.274966,1240166,193,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,6
4.633557,1240210,193,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,8
4.104813,1240215,193,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,10
2.832712,906999,199,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,10
-0.814522,907298,199,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,5
2.415007,908127,199,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,10
2.34426,909264,199,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,7
2.648926,909716,199,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,5
3.356079,909720,199,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,2
4.332905,909732,199,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,6
1.219015,909754,199,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,1
3.856753,909756,199,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,6
1.888084,909759,199,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,9
-1.814771,910784,199,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,7
4.644216,924248,199,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,3
2.41675,925343,199,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,6
2.919655,971773,199,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,4
3.419564,1240166,199,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,1
2.720947,1240210,199,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,6
1.350236,1240215,199,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,5
-0.412268,1299061,199,0,0,0,0,0,0,0,0,0,3.181275322,1.8029455566,8
1.274459,906999,202,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,8
1.287367,907298,202,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,5
1.656909,908127,202,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,7
2.844382,909264,202,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,6
1.42843,909716,202,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,2
2.388822,909720,202,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,6
2.052465,909732,202,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,8
2.332285,909754,202,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,3
1.225878,909756,202,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,4
2.418784,909759,202,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,8
1.63348,910784,202,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,5
2.588491,924248,202,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,9
2.949993,925343,202,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,6
1.455022,971773,202,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,8
2.155007,1240166,202,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,6
1.603541,1240210,202,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,9
3.0618,1240215,202,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,5
2.016554,1299061,202,0,0,0,0,0,0,0,0,0,3.181275322,1.8029455566,8
5.015634,906999,203,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,9
1.369719,907298,203,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,1
2.055065,908127,203,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,6
3.151033,909264,203,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,7
2.590186,909716,203,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,3
2.405642,909720,203,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,3
2.848508,909732,203,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,1
6.433235,909754,203,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,1
3.228864,909756,203,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,7
3.186397,909759,203,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,2
3.010579,910784,203,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,3
2.380256,924248,203,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,9
3.488158,925343,203,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,4
2.05575,971773,203,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,5
3.253804,971774,203,0.807544,1,0,0,0.726215,1,1,4.2084771202,1,3.0918643898,2.7744556068,2
4.881337,1240166,203,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,2
3.712289,1240210,203,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,2
3.158576,1240215,203,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,1
2.179979,1299061,203,0,0,0,0,0,0,0,0,0,3.181275322,1.8029455566,3
4.068265,906999,206,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,4
4.419357,907298,206,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,3
3.798421,908127,206,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,1
4.512413,909264,206,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,4
4.251793,909716,206,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,2
4.028521,909720,206,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,6
3.934985,909732,206,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,2
5.50494,909754,206,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,3
3.509154,909756,206,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,8
4.140244,909759,206,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,6
4.027606,910784,206,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,1
3.762097,924248,206,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,3
4.493555,925343,206,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,10
3.661479,971773,206,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,5
4.499495,971774,206,0.807544,1,0,0,0.726215,1,1,4.2084771202,1,3.0918643898,2.7744556068,7
3.547932,1240166,206,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,4
3.445212,1240210,206,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,6
4.312041,1240215,206,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,4
3.477828,1299061,206,0,0,0,0,0,0,0,0,0,3.181275322,1.8029455566,10
1.038467,906999,207,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,6
1.923993,907298,207,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,7
1.720847,908127,207,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,1
2.096741,909264,207,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,9
2.163744,909716,207,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,5
1.760938,909720,207,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,9
1.427646,909732,207,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,10
5.895845,909754,207,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,8
0.616008,909756,207,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,4
0.107578,909759,207,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,7
1.510179,910784,207,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,4
2.192343,924248,207,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,9
1.872408,925343,207,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,3
1.679478,971773,207,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,10
1.843809,1240166,207,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,10
2.228847,1240210,207,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,9
2.034186,1240215,207,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,3
1.807957,1299061,207,0,0,0,0,0,0,0,0,0,3.181275322,1.8029455566,2
1.439447,906999,219,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,1
-0.781055,907298,219,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,2
1.844539,908127,219,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,3
0.926428,909264,219,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,8
-0.125357,909716,219,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,3
0.265056,909720,219,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,1
1.140347,909732,219,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,5
5.742885,909754,219,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,2
3.318357,909756,219,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,10
4.102919,909759,219,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,7
0.519185,910784,219,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,6
-1.481394,924248,219,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,6
2.179938,925343,219,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,2
-0.586136,971773,219,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,10
-0.705932,971774,219,0.807544,1,0,0,0.726215,1,1,4.2084771202,1,3.0918643898,2.7744556068,2
4.461328,1240166,219,0,0,0,0,0,1,0,2.7966849473,0,3.0238717604,2.3928575184,6
2.070683,1240210,219,0,1,1,0,0,0,0,0,1,2.9949189991,2.3530914981,4
1.843911,1240215,219,0,0,0,0,0,0,1,0,0,3.0662629843,2.3442358402,2
-1.276348,1299061,219,0,0,0,0,0,0,0,0,0,3.181275322,1.8029455566,9
5.408189,906999,221,0.7194,1,1,0,0.7194,1,1,2.9446837949,1,3.0495934171,3.4235772361,9
4.359362,907298,221,0,0,0,0,0,0,0,0,0,2.976818149,1.9481371283,8
3.309016,908127,221,0,0,0,0,1.27964,1,0,0,1,3.0421537126,2.6103607731,3
5.713232,909264,221,0,1,0,0,0,0,0,0,1,2.8489562007,2.4100723932,7
3.295008,909716,221,0,0,0,0,0.635086,0,0,0,0,3.0394636924,2.2587984352,1
3.300122,909720,221,0,0,0,1,0,0,0,0,0,3.0099116771,1.5388606698,5
4.445157,909732,221,0,1,0,0,0,0,0,0,1,2.973266203,2.1103585226,1
6.572813,909754,221,0.874992,2,2,0,1.249564,4,2,14.35521576,4,3.2239404416,4.3945062767,2
4.201528,909756,221,0,0,0,0,0,0,0,0,0,2.8475138,1.9889623269,6
5.603547,909759,221,0,0,0,0,0,0,0,0,0,3.0146730322,1.806315028,2
4.117832,910784,221,0,0,0,0,0,0,0,0,0,2.7731873637,1.9069176774,4
4.111187,924248,221,0,0,0,0,0.770379,0,0,4.9079778596,0,2.9762225287,2.4684313574,8
4.921086,925343,221,0,0,0,0,0,1,0,0,1,2.9962981835,2.3611714733,7
2.810843,971773,221,0,0,0,1,0,0,0,0,0,2.9223297099,1.6889758698,9
6.015192,971774,221,0.807544,1,0,0,0.726215,1,1,4.2084771202,1,3.0918643898,2.7744556068,4
