IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_825,Fingerprint_824,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_806,Fingerprint_801,Fingerprint_799,Fingerprint_797,Fingerprint_792,Fingerprint_791,Fingerprint_785,Fingerprint_784,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_707,Fingerprint_704,Fingerprint_702,Fingerprint_697,Fingerprint_696,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_672,Fingerprint_658,Fingerprint_656,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_643,Fingerprint_635,Fingerprint_617,Fingerprint_611,Fingerprint_576,Fingerprint_363,PKA_153_CHA,MOT_2D_linker_CSV,MUT_ALPK1,MUT_MAP3K6,MUT_MAP3K6_EXP,PWY_R_HSA_2454202_CSV,GO_0001764,GO_0007257_CSV,GO_0014068_CSV,GO_0016477_CSV,SFAM_Alpha_Unclassified_EXP,EXP_FAM198B,EXP_MINK1,EXP_LIMK2,EXP_ANKK1,EXP_WNK4,EXP_ROCK1,PKA_151_POL_X_Fingerprint_611,PKA_153_CSV_X_Fingerprint_656,PKA_153_EXP_X_Fingerprint_656,PKA_153_POL_X_Fingerprint_576,PKA_153_POL_X_Fingerprint_611,PKA_73_ASA_X_Fingerprint_644,EXP_AKT1_X_EXP_ADCY2,EXP_AKT1_X_EXP_APAF1,EXP_AKT1_X_EXP_CXCR4,EXP_AKT1_X_EXP_NF2,EXP_CDK4_X_EXP_CDC25B,EXP_CDK4_X_EXP_CDKN3,EXP_CDK4_X_EXP_RPA1,EXP_CDK4_X_EXP_SUPT3H,EXP_CDK9_X_EXP_CCND2,EXP_CDK9_X_EXP_HEXIM1,EXP_CDK9_X_EXP_LARP7,EXP_CDK9_X_EXP_NELFA,EXP_CDK9_X_EXP_POLR2B,EXP_CDK9_X_EXP_TAF11,EXP_CDK9_X_EXP_TCEA1,EXP_MAP2K7_X_EXP_MYC,EXP_MAP2K7_X_EXP_VEGFA,EXP_MAPKAPK3_X_EXP_CBX6,EXP_MAPKAPK3_X_EXP_HIST1H2BJ,EXP_MARK2_X_EXP_SLC3A2,EXP_MINK1_X_EXP_CHRNE,EXP_NEK7_X_EXP_TOP2B,EXP_OXSR1_X_EXP_SLC22A13,EXP_PRKCA_X_EXP_ACTG1,EXP_PRKCA_X_EXP_CALM1,EXP_PRKCA_X_EXP_GNAO1,EXP_PRKCA_X_EXP_GNGT2,EXP_PRKCA_X_EXP_LEMD3,EXP_PRKCA_X_EXP_PLCB2,EXP_PRKCA_X_EXP_PLCD4,EXP_PRKCA_X_EXP_PPP1R14A,EXP_PRKCA_X_EXP_RACK1,EXP_PRKCA_X_EXP_YWHAG,EXP_STK24_X_EXP_MOB4,EXP_STK24_X_EXP_PPP2R1A,EXP_STK24_X_EXP_PPP2R1B,EXP_TGFBR2_X_EXP_FBN1,EXP_TGFBR2_X_EXP_NEDD4L,EXP_TGFBR2_X_EXP_SMAD6,EXP_TRIB3_X_EXP_TGS1,PWY_R_HSA_5683057_X_PWY_R_HSA_8953854,GO_0000187_EXP_X_GO_0001525_EXP,GO_0001764_EXP_X_GO_0034613_EXP,GO_0001764_X_GO_0009267,GO_0002250_CSV_X_GO_0007169_CSV,GO_0006897_EXP_X_GO_0070372_EXP,GO_0006897_X_GO_0045944,GO_0007030_EXP_X_GO_0048013_EXP,GO_0007030_X_GO_0070372,GO_0031098_X_GO_0048812,GO_0035556_EXP_X_GO_0051966_EXP,GO_0035556_EXP_X_GO_1901215_EXP,Predicted IC50,Validation
5.934581,1240121,304,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0420070527,4.9478916333,5.8725499548,3.2043837431,3.380330758,3.5521072583,0,0,0,0,0,0,13.861209201,16.960571028,13.606980473,21.076646232,50.367696223,58.860839871,56.308307989,34.054393012,39.528981279,46.131778144,39.976124359,29.584536481,59.939689098,40.930570445,53.049166762,52.115362423,27.77517459,19.817590264,26.359513283,34.31117793,17.568885253,47.077734124,26.788350516,44.298697768,35.167740149,11.518215352,10.788620078,16.178725731,10.678957784,10.654972846,12.104482011,44.413262226,18.163680695,46.926405492,37.84733457,22.172390363,11.600896989,26.04722307,12.974002072,42.841812933,0,0,0,0,0,0,0,0,0,0,0,0,5.3436934364,2
1.2364567422,910911,1014,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,3.4392964477,0,0,0.83012,0,0,0,4.1074828237,4.6572398587,5.6363050409,2.8899305258,3.0917080726,3.4677489705,0,0,0,0,0,0,12.45269153,15.419353822,12.189728903,16.775694364,45.816331383,54.75470195,54.445832226,35.974066928,32.008003165,38.761710924,46.283271653,35.123296175,60.83914622,40.773572641,55.818337194,46.95151388,24.294715756,17.934929028,19.569173242,35.973826948,16.040349189,50.370065316,23.921268956,48.917838411,41.39739196,12.631112807,11.999110326,19.033038921,11.980268214,11.661617326,12.904076155,50.774405204,20.614843731,45.281576228,35.418649003,23.867625919,13.084015962,25.861799319,17.657209717,37.713414398,0,0,0,0,0,0,0,0,0,0,0,0,0.5818231392,2
6.121575,753583,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2.8017267948,4.4885037243,3.7220621905,3.1125135539,3.0367582321,3.7516922072,0,0.788054,3.4920401992,0,0,0,14.468722261,16.84875242,15.240548559,29.601568415,66.737478546,81.601904916,71.728083884,39.83070121,18.024507238,39.527921862,41.676381497,29.26440946,54.867994671,41.974645394,55.900549051,48.613799215,22.056738274,25.176610296,19.8688094,32.185594952,16.787269899,68.095660109,23.906460326,48.164487408,38.724609229,12.644784332,11.609628807,17.362683844,12.110389335,12.382263017,33.646271173,51.292903977,19.406312446,38.68616078,29.549021648,22.006728402,10.403117947,27.254606056,19.287822469,41.809389631,0,0,0,0,0.6210291069,0,0,0,0,0,0,0,5.7872253701,6
2.192604,1299059,1021,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.7027303959,4.7016727243,5.9924187483,2.8730854361,2.9958075017,3.1063787479,0,0,0,0,0,0,13.392268538,16.242726143,14.888810671,19.797629787,47.480435466,61.596618994,59.056755085,40.844902536,26.000301304,44.053618534,36.243624317,27.54314033,57.027426191,33.64837819,47.868217016,49.296214689,19.972402641,17.584688982,19.902057223,26.016550643,16.6556628,75.136049555,21.730686711,49.595739854,36.687631037,11.728584921,12.664385481,21.203742541,12.019875273,11.414717989,32.218049292,51.948255952,18.823776525,41.754672255,30.857437044,24.07719608,18.896896031,28.021419746,31.999586513,37.964235392,0,0,0,0,0,0,0,0,0,0,20.034635164,20.034635164,2.0976648988,9
-2.91032,1240122,1010,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.454153,0,3.4132316145,4.9729566191,4.910404237,2.8824289665,2.7794214117,2.9067911358,0,0,0,0,0,0,13.743778349,15.899116928,13.9053656,21.240106231,61.83331404,79.070724571,69.414593137,39.049068251,37.573049269,36.509434159,42.860600126,31.184890856,57.021811967,43.580061265,45.391450456,50.753760652,21.623027981,21.427529142,23.441607659,38.119737436,17.439126189,59.506425793,23.107345792,48.996065964,37.597070072,13.05774099,12.473778793,18.896324601,12.022680202,11.884500673,12.742459733,51.173190765,19.119522813,40.095067084,33.169145156,24.893299838,16.022949263,32.118276271,17.03006963,44.117111604,0,0,0,0,0,0,0,0,0,0,0,0,-1.863082621,6
5.756232,1299052,1203,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.3227604755,4.3487873567,4.4863549679,2.9095289979,2.8262283579,3.2438316238,0,0,0,0,0,0,15.053541356,15.214893876,23.33720712,16.884329853,56.070558798,89.840650529,74.150931752,40.491013174,15.606845151,44.3258392,39.894988823,29.207472883,52.127052754,39.488732288,44.613065567,44.422350159,20.672224277,15.645722128,15.020058312,30.150991426,16.387058662,71.409248829,21.644605271,43.975140078,36.95009165,11.3799436,11.039842091,17.471679442,11.205960905,10.79715573,10.834783592,46.090254563,16.586786593,32.798808679,28.894346825,19.50658492,13.020463975,24.204702803,16.37518937,30.132449571,0,0,0,0,0,0,0,0,1,0,0,0,4.1531127259,7
4.180546,910701,298,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.4546420326,4.8144051485,6.4571060344,3.3077168837,3.3068624517,3.3123555258,0,0,0,0,0,0,12.467357958,15.277485335,11.44199955,16.30158093,37.079797615,46.215034852,53.543804518,26.613723434,36.573914489,47.98264518,49.354312234,30.585695096,66.782363974,46.034720747,56.814430442,44.955079658,26.938151316,12.274479709,15.82645835,33.241349683,18.528141893,59.7058552,22.551244952,53.07467281,40.957413368,13.207155634,13.700975976,21.476498828,12.302220867,12.44288253,13.345782178,51.210975802,19.84644393,45.309100135,31.434967642,24.969594351,14.347896622,29.89799527,17.971973134,34.941471379,0,0,0,0,0,0,0,0,0,0,0,0,3.630912788,10
-0.387741,1298531,235,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.780522,0,3.0143287303,4.6615165513,6.7584921618,2.8414092007,3.2414847166,2.8972151879,0,0,0,0,0,0,12.681506236,14.887182656,12.514993909,20.271332842,55.834304208,64.979305553,58.120638695,37.300901538,39.79248801,40.714367451,39.787935639,28.374513193,54.92092865,37.642853894,53.239756787,46.712883259,29.867407098,17.033314923,17.126095724,36.53371016,16.942181866,60.283154931,21.360552006,43.279841637,34.867115237,11.211735901,10.42117803,16.889766722,10.768450518,10.425008013,10.42117803,45.905569886,17.365730391,48.452605557,38.755761069,27.007024319,14.313895087,32.902996818,17.093843276,51.114947541,0,0,10.445733427,1,0,0,2,0,0,0,9.2478234558,9.2478234558,0.1635178157,8
2.351525,753562,331,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4199955616,4.6200733985,4.8995748951,3.1072828469,2.9953939612,3.3105704759,0,0,0,0,0,0,14.535954708,17.484562004,14.094482887,26.51536081,53.854314451,88.022905315,67.902495087,36.86880815,46.2386489,34.976025874,43.004528414,28.47583851,53.494994669,38.710010418,50.049710736,47.812266834,23.563131834,19.179870551,24.603679926,41.018356041,16.94896961,67.60710462,20.717459241,46.844322684,40.266309529,11.693848627,11.69225787,18.015693467,11.119380402,12.82982159,11.036691758,50.021197642,19.386667201,46.424693606,33.548108744,34.129462104,16.853111246,40.052412826,19.711436376,39.980090482,0,0,0,0,0,0,0,0,0,0,0,0,1.9545500646,10
0.796932,1298156,167,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3.1726898047,3.3756016268,5.1073644864,6.1254210469,2.9865058222,3.0816122956,3.2560711254,0,0,0,0,0,0,12.661898592,14.7028283,12.020167563,18.121378425,60.954618391,61.096975145,54.764001028,33.111257418,21.367499684,35.263929779,41.993241525,29.907365256,53.50228688,34.712367636,50.538547428,50.07414439,28.39021887,17.924273717,17.615316462,43.301625462,19.769640938,54.225978857,22.652578092,46.335123217,40.973202554,12.665789882,12.638610922,17.619715407,12.850429048,12.600566121,11.842411046,49.527429856,21.404658555,38.455300346,30.652563601,23.799680301,12.607159913,26.612585552,16.715990584,46.255821598,0,0,0,0,0,0,0,0,0,0,0,0,0.9176239452,9
2.972538,753561,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.2709587387,4.4490218192,6.6663927078,3.2396825716,3.1162882887,3.252402341,0,0,0,0,0,0,14.411987735,17.218449309,15.626330108,24.739895812,52.892718866,83.167635296,63.321275438,46.674032846,15.677964932,31.98394898,38.948215114,30.39000046,53.437675379,35.132059269,45.809686794,49.680365896,21.311707454,20.484888351,19.147332726,37.348468768,17.180803009,58.417742645,20.880159846,46.707569448,37.390033263,12.052990129,11.124002146,17.089713492,12.515975134,11.596828773,15.64175531,48.267492803,19.79290281,47.48491737,35.196230508,24.347474524,14.112833313,27.290982439,18.453892465,45.448759898,0,0,0,0,0,0,0,0,0,0,0,0,2.6630343432,3
3.208547,1299059,291,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.7027303959,4.7016727243,5.9924187483,2.8730854361,2.9958075017,3.1063787479,0,0,0,0,0,0,13.392268538,16.242726143,14.888810671,19.797629787,47.480435466,61.596618994,59.056755085,40.844902536,26.000301304,44.053618534,36.243624317,27.54314033,57.027426191,33.64837819,47.868217016,49.296214689,19.972402641,17.584688982,19.902057223,26.016550643,16.6556628,75.136049555,21.730686711,49.595739854,36.687631037,11.728584921,12.664385481,21.203742541,12.019875273,11.414717989,32.218049292,51.948255952,18.823776525,41.754672255,30.857437044,24.07719608,18.896896031,28.021419746,31.999586513,37.964235392,0,0,0,0,0,0,0,0,0,0,20.034635164,20.034635164,4.0426957449,3
4.302285,1299059,293,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.7027303959,4.7016727243,5.9924187483,2.8730854361,2.9958075017,3.1063787479,0,0,0,0,0,0,13.392268538,16.242726143,14.888810671,19.797629787,47.480435466,61.596618994,59.056755085,40.844902536,26.000301304,44.053618534,36.243624317,27.54314033,57.027426191,33.64837819,47.868217016,49.296214689,19.972402641,17.584688982,19.902057223,26.016550643,16.6556628,75.136049555,21.730686711,49.595739854,36.687631037,11.728584921,12.664385481,21.203742541,12.019875273,11.414717989,32.218049292,51.948255952,18.823776525,41.754672255,30.857437044,24.07719608,18.896896031,28.021419746,31.999586513,37.964235392,0,0,0,0,0,0,0,0,0,0,20.034635164,20.034635164,3.8860438862,7
3.536887,753541,1061,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.7988006319,4.7932923468,6.3962259267,3.5591690004,3.0930606124,2.8671113098,0,0,0,0,0,0,14.421659985,16.952112004,13.520605234,20.632412358,57.213885713,61.324130371,57.218975527,29.352538107,24.72208857,43.505355107,51.169827791,39.452857002,66.709380997,41.123663279,56.525503316,55.570522747,28.920711168,18.701378314,16.104617032,39.755576661,16.843780482,48.408108134,19.810963709,42.692130914,34.024214587,11.145096135,10.506017892,15.842099191,10.750490398,11.062736453,11.072198048,45.697931894,16.384933695,47.331971715,39.298048696,24.956013827,12.999016882,27.762703802,15.137836071,42.155359218,0,0,0,0,0,0,1,0,0,0,0,0,2.855314626,6
2.61043,1290725,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0842050828,4.3757395655,5.0982851542,2.6563665699,2.8550152974,3.2877114262,0,0,0,0,0,0,12.613777557,15.356133022,12.374632846,21.34934592,46.561587274,81.288518345,61.855757317,34.94954872,35.035894482,37.29619958,39.129980561,29.903432707,55.221430048,35.108949188,47.624405994,48.046838731,22.077636364,21.966655683,18.422525938,32.249610232,14.268372168,71.346218753,22.53763329,41.224860357,37.544394176,11.732348227,11.343269161,17.03169225,10.617482388,10.34950452,10.772459184,44.706665479,19.192869411,42.808480601,30.503989873,22.813775954,21.19302062,32.295989667,16.902877378,32.978722085,0,0,0,0,0,0,0,0,0,0,0,0,2.7923600642,1
-0.374103,910916,1019,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.84289,0,3.6754933686,4.7280537779,6.2641640142,3.3431028431,3.0018947379,3.2542808703,0,0,0,0,0,0,12.72899576,14.887523498,12.446545474,17.02659634,52.127286526,44.097459388,52.471379924,30.671385791,22.860337436,45.025281792,45.405439648,28.614676732,59.62380617,45.773674524,59.312491852,48.438898879,28.557219743,14.986195346,15.564040989,43.575605468,17.585329708,54.884731113,20.287291746,42.204064774,35.750173715,10.999130994,10.706813214,16.689089912,11.002938187,10.389489471,10.759157312,43.769223164,17.060518556,43.800771058,31.046620103,19.259343904,13.871008056,24.901154995,14.657374774,44.554732757,0,0,0,0,0,0,0,0,0,0,0,0,-0.297157774,9
2.681021,753535,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0.775437,0,0,3.7102334146,5.3729617852,5.9702980221,3.0292557672,3.0652434472,3.2734519883,0,0,0,0,0,0,14.327089805,15.425368691,13.481864365,19.868405501,54.330760776,62.600278962,51.857658766,32.270422071,40.115759637,42.553059859,39.442953193,33.194951535,55.070891872,35.315843802,50.801216202,50.917535977,26.114663853,19.019032331,17.24067927,36.495369906,19.495823101,57.069153144,24.828162494,41.087674109,34.552065441,10.8636156,9.8902522942,15.306251027,10.109042709,10.319088616,10.245229998,42.912092177,16.335827617,41.936860978,32.274134061,22.023985374,15.943798986,28.61186406,20.669433471,49.705679762,0,0,0,0,0,0,0,0,0,1,0,0,2.7038881522,9
5.215096,1240162,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.546551,0,0,0,0,0,3.0068333248,4.5181503723,4.7193661169,2.8373541743,2.9429768818,3.3239099189,0,0,0,0,0,0,13.033531883,16.101188051,14.556648232,18.540901135,52.801686186,73.819778781,63.173974326,38.520676694,17.471559036,43.582215362,42.941216375,32.967914322,56.269866989,44.419993299,51.955331973,40.646409298,20.368877623,16.789059021,21.570883809,35.014006937,15.279516833,63.403248808,24.084132147,45.047603545,39.463595681,13.567523761,11.468480408,18.895843473,11.09638701,10.767254085,11.33764476,47.067828582,20.036060615,41.389215705,30.500358621,20.770238762,16.65253442,32.382757284,18.976186018,33.285904402,0,0,0,0,0.2987179956,0,0,0,0,0,0,0,5.7690610375,2
-0.335934,753531,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0.810932,0,0,0,0,0,0,0,0,0,2.9163801208,4.8533018766,6.5878173851,3.1158381075,3.3189522862,3.2666646175,0,0.654125,3.4933112453,1.5,1.5,0,11.577534537,14.435698684,11.233056744,16.936155527,42.962897797,43.683135173,50.120188111,26.602782714,45.683885969,56.74942087,52.03572103,38.557038497,70.177608879,49.86104768,66.235155114,58.522392844,31.294135316,12.37896872,18.662285746,40.404778231,19.199061814,44.896821095,20.646585205,45.474514035,34.431552109,11.15261187,10.208367744,17.389469037,11.012348229,11.344050077,10.715392505,44.84197307,16.872249379,44.235780205,31.879972337,22.797128037,11.566027821,22.776731356,13.603287175,56.691408682,0,0,0,0,0,0,0,0,0,0,0,0,-0.220202998,9
4.768255,1290724,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.4404140549,4.0359389397,3.8890615272,3.0045129897,3.0004181295,3.3532556127,0,0,0,0,0,0,13.576066833,16.302687126,13.070705428,23.691119522,65.117754254,83.297663419,60.546847526,37.411111126,15.371681948,38.166970173,41.610425509,29.231670161,54.231576624,39.107539638,49.538383968,45.184184265,29.164541709,18.928296112,17.01673007,28.194955229,13.229115331,73.456150172,26.097820279,60.445156449,48.640947291,16.365782287,15.121581048,22.40670006,15.379474108,15.099029746,14.003814084,64.718122578,26.631602373,37.336901469,29.087576751,21.661496298,28.827153701,37.586506052,19.706729744,37.060893991,1,0,0,0,0,0,0,19.566714876,0,0,37.200668991,0,4.5596451502,8
4.089552,909700,1030,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8044006211,4.1959469686,4.275684889,3.1094241999,3.0877516724,3.1243831296,0,0,0,0,0,0,13.043139351,14.815342773,12.969983138,17.634120796,42.077497623,60.846258403,54.852802058,34.636933733,15.79714885,42.52049514,39.218690927,29.937788332,55.603623938,33.001981575,46.233189017,40.370627391,24.468774904,16.58203367,17.929229677,31.41755304,15.282618794,64.086593814,25.114222039,41.620965812,35.655248693,11.88727258,11.261475577,16.067517845,11.725989345,11.626987834,11.146728011,47.116738817,16.192679362,40.914197921,34.611735524,17.176803793,10.682490611,16.822968467,14.882259255,41.482953097,0,0,0,0,0,0,1,0,0,0,0,0,3.7741618512,5
-4.058957,906863,1060,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6840607472,3.1786290866,4.6536230694,4.9932990921,3.0088846807,3.4096555601,3.5459600887,0,0,0,0,0,0,13.569901354,16.638178602,13.436231887,19.150567311,45.400702909,79.318833029,68.917968969,35.833210199,21.935725476,41.725674944,41.176860258,29.916406051,54.310141653,38.536278003,54.715797781,51.037231706,22.087463413,20.36019068,16.065461566,31.292299903,17.380626416,66.302143481,25.115421234,49.163881784,45.920408768,12.738705439,12.599295821,18.72886544,11.500299315,11.734919535,12.394020741,50.922536408,18.899515816,40.983134156,34.518936865,23.611058555,15.018752807,21.451447119,17.591446792,45.585249023,0,0,0,0,0,0,0,0,0,0,0,0,-2.253256144,9
-0.553104,910911,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3.4392964477,0,0,0.83012,0,0,0,4.1074828237,4.6572398587,5.6363050409,2.8899305258,3.0917080726,3.4677489705,0,0,0,0,0,0,12.45269153,15.419353822,12.189728903,16.775694364,45.816331383,54.75470195,54.445832226,35.974066928,32.008003165,38.761710924,46.283271653,35.123296175,60.83914622,40.773572641,55.818337194,46.95151388,24.294715756,17.934929028,19.569173242,35.973826948,16.040349189,50.370065316,23.921268956,48.917838411,41.39739196,12.631112807,11.999110326,19.033038921,11.980268214,11.661617326,12.904076155,50.774405204,20.614843731,45.281576228,35.418649003,23.867625919,13.084015962,25.861799319,17.657209717,37.713414398,0,0,0,0,0,0,0,0,0,0,0,0,-0.288523931,5
4.834407,1298529,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.790234,0,0.790234,0,0,0,6.0708519753,4.425016348,4.536027023,3.1011128975,3.0004625011,3.3388147689,0,0,0,0,0,0,14.413336055,17.399618275,13.653981916,24.293466568,57.958677159,78.875428736,71.135288257,32.812869695,15.022358781,34.742191373,38.974031943,22.0583546,53.142144166,33.624344686,41.454866607,40.951805032,22.342474315,20.679250019,20.333082153,21.195450898,18.316814022,85.436835941,26.954861307,55.809562263,47.314017837,14.273414021,12.747103495,20.458670032,15.311842784,15.014472752,14.531434317,54.723037603,20.225470252,30.765863968,26.645297696,16.908568405,37.152983536,35.560723162,23.77630722,28.998626009,0,10.00390193,0,0,0.6244697748,10.00390193,0,0,1,0,35.876805542,35.876805542,4.0680057956,7
2.057712,1240121,1029,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0420070527,4.9478916333,5.8725499548,3.2043837431,3.380330758,3.5521072583,0,0,0,0,0,0,13.861209201,16.960571028,13.606980473,21.076646232,50.367696223,58.860839871,56.308307989,34.054393012,39.528981279,46.131778144,39.976124359,29.584536481,59.939689098,40.930570445,53.049166762,52.115362423,27.77517459,19.817590264,26.359513283,34.31117793,17.568885253,47.077734124,26.788350516,44.298697768,35.167740149,11.518215352,10.788620078,16.178725731,10.678957784,10.654972846,12.104482011,44.413262226,18.163680695,46.926405492,37.84733457,22.172390363,11.600896989,26.04722307,12.974002072,42.841812933,0,0,0,0,0,0,0,0,0,0,0,0,1.8605069484,10
