IC50,Cancer,Drug,From_Sanger,Fingerprint_834,Fingerprint_826,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_809,Fingerprint_803,Fingerprint_799,Fingerprint_797,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_698,Fingerprint_697,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_667,Fingerprint_647,Fingerprint_646,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_611,MOT_2D_linker_EXP,SDOM_subdomainI_CSV,EXP_FASTK,EXP_BTK,EXP_BTK_X_EXP_CD79A,EXP_MARK3_X_EXP_IQGAP1,EXP_MARK3_X_EXP_PPP2CB,EXP_MET_X_EXP_CBLC,EXP_MET_X_EXP_RAPGEF1,EXP_PTK6_X_EXP_CCND1,EXP_PTK6_X_EXP_PTPN1
5.550795,1240135,177,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,5.67470931796938,2.68139748842988,7.96248319086734,58.3732871199477,61.1738524525105,18.8470048461562,24.5855290651777,28.652618644821,28.9145545054676
0.262697,907173,273,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.72887842402288,2.73606907977179,7.79045596579357,77.3795857157127,81.2103592509967,10.6708372735347,15.0810771679659,21.9304561791983,28.3742913351971
3.890009,1290814,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,4.41705553993053,0,5.72915781975568,2.81075650760703,8.21603191464382,63.9775088572622,65.4925806762601,17.9301532689922,29.2116877442116,30.8228364620632,31.3894794301736
1.354959,1240138,1059,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5.8489033845779,2.67103485524647,7.87972037730476,73.1486907699062,68.1813115149419,11.7819107256692,17.0082114720738,28.074886527518,32.2632622363165
-0.068018,1240131,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,6.45552688676828,2.78318852909427,8.46312522237765,60.1388547754118,69.1012605999409,16.9531954066307,26.0410273208821,26.6656941030282,30.3862618427594
3.844172,1290814,152,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,4.41705553993053,0,5.72915781975568,2.81075650760703,8.21603191464382,63.9775088572622,65.4925806762601,17.9301532689922,29.2116877442116,30.8228364620632,31.3894794301736
-0.489509,1290808,283,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.16208487131466,2.75359748527721,7.53846443855012,64.5214955240012,80.7239395076947,14.3728414107479,19.5313025442164,25.374180267657,26.5154518663694
5.050858,1290808,1039,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,5.16208487131466,2.75359748527721,7.53846443855012,64.5214955240012,80.7239395076947,14.3728414107479,19.5313025442164,25.374180267657,26.5154518663694
4.750702,1290808,229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5.16208487131466,2.75359748527721,7.53846443855012,64.5214955240012,80.7239395076947,14.3728414107479,19.5313025442164,25.374180267657,26.5154518663694
5.03714,908470,293,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,6.03380544316773,2.85858856546691,8.30129783559348,56.9808713555309,62.9553310725632,22.6772247024525,30.8506252392194,27.2763622681056,22.8020246111316
0.966578,908152,273,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.34293210445795,2.68719481874946,8.22125452705499,62.9608183836146,73.2508223710013,19.610997219121,25.892290024213,26.3504021084922,28.1097192866988
4.587823,1240135,298,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5.67470931796938,2.68139748842988,7.96248319086734,58.3732871199477,61.1738524525105,18.8470048461562,24.5855290651777,28.652618644821,28.9145545054676
4.484769,1240136,282,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.69603164401217,2.84697005983739,8.32265480046952,65.9484608672225,79.2393759674248,14.9297781991725,25.3652767187618,25.9297247844962,29.4006859291265
3.139148,908470,1129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,6.03380544316773,2.85858856546691,8.30129783559348,56.9808713555309,62.9553310725632,22.6772247024525,30.8506252392194,27.2763622681056,22.8020246111316
5.777214,1240141,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,7.97565681193086,0,6.40317106187954,2.90427032362878,8.08740764021812,63.7639846752582,79.2409941313981,21.5241185205822,20.9910153277211,31.3192384404535,32.1755927293408
3.851927,1240135,1143,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5.67470931796938,2.68139748842988,7.96248319086734,58.3732871199477,61.1738524525105,18.8470048461562,24.5855290651777,28.652618644821,28.9145545054676
-0.56913,1290813,1059,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.780554,5.20917918151551,2.70336677937281,7.75624165911008,79.9784787868165,86.5447344052806,10.2037075788388,14.2105719803042,20.6990082233709,23.419317957528
4.288471,908470,262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,6.03380544316773,2.85858856546691,8.30129783559348,56.9808713555309,62.9553310725632,22.6772247024525,30.8506252392194,27.2763622681056,22.8020246111316
2.826472,907173,257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,5.72887842402288,2.73606907977179,7.79045596579357,77.3795857157127,81.2103592509967,10.6708372735347,15.0810771679659,21.9304561791983,28.3742913351971
4.518896,1240131,257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,6.45552688676828,2.78318852909427,8.46312522237765,60.1388547754118,69.1012605999409,16.9531954066307,26.0410273208821,26.6656941030282,30.3862618427594
5.432949,908152,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.34293210445795,2.68719481874946,8.22125452705499,62.9608183836146,73.2508223710013,19.610997219121,25.892290024213,26.3504021084922,28.1097192866988
3.970391,1240137,1158,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,5.85719778809515,2.9707824705776,8.22325475397616,64.4719578927869,70.0022629883042,18.4004184502721,26.6315079759273,23.6086339445399,27.8772712725276
3.736149,907173,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,5.72887842402288,2.73606907977179,7.79045596579357,77.3795857157127,81.2103592509967,10.6708372735347,15.0810771679659,21.9304561791983,28.3742913351971
3.095066,908150,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,5.11844147321487,2.83303254608064,8.23884351706306,61.5538234080144,78.2453249490721,13.711035484569,18.4863902442296,20.7765864257371,27.1819929543841
3.903613,1240135,291,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.67470931796938,2.68139748842988,7.96248319086734,58.3732871199477,61.1738524525105,18.8470048461562,24.5855290651777,28.652618644821,28.9145545054676
2.682806,907173,29,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,5.72887842402288,2.73606907977179,7.79045596579357,77.3795857157127,81.2103592509967,10.6708372735347,15.0810771679659,21.9304561791983,28.3742913351971
6.263035,908470,345,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6.03380544316773,2.85858856546691,8.30129783559348,56.9808713555309,62.9553310725632,22.6772247024525,30.8506252392194,27.2763622681056,22.8020246111316
2.005987,908150,1049,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,5.11844147321487,2.83303254608064,8.23884351706306,61.5538234080144,78.2453249490721,13.711035484569,18.4863902442296,20.7765864257371,27.1819929543841
1.055542,1240136,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,6.69603164401217,2.84697005983739,8.32265480046952,65.9484608672225,79.2393759674248,14.9297781991725,25.3652767187618,25.9297247844962,29.4006859291265
1.525583,1240139,167,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.628027,5.06601218927224,2.59423499831168,7.34333317965437,71.6598184117346,87.9481171150572,14.9736643131319,24.6232358366206,18.9888712276546,28.6378877402687
5.287537,1290810,257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,7.81585292288992,0,6.26059033150539,2.88765711776581,8.54442534565946,63.0887368904115,73.8900494551553,15.2975005598161,27.5079759623072,22.9651919708354,31.2315231400946
6.736052,1240141,176,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.97565681193086,0,6.40317106187954,2.90427032362878,8.08740764021812,63.7639846752582,79.2409941313981,21.5241185205822,20.9910153277211,31.3192384404535,32.1755927293408
4.383527,1290810,1042,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,7.81585292288992,0,6.26059033150539,2.88765711776581,8.54442534565946,63.0887368904115,73.8900494551553,15.2975005598161,27.5079759623072,22.9651919708354,31.2315231400946
0.765282,1290808,1242,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,5.16208487131466,2.75359748527721,7.53846443855012,64.5214955240012,80.7239395076947,14.3728414107479,19.5313025442164,25.374180267657,26.5154518663694
5.433953,908152,230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.34293210445795,2.68719481874946,8.22125452705499,62.9608183836146,73.2508223710013,19.610997219121,25.892290024213,26.3504021084922,28.1097192866988
0.640218,1240139,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0.628027,5.06601218927224,2.59423499831168,7.34333317965437,71.6598184117346,87.9481171150572,14.9736643131319,24.6232358366206,18.9888712276546,28.6378877402687
1.803987,908150,1010,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.11844147321487,2.83303254608064,8.23884351706306,61.5538234080144,78.2453249490721,13.711035484569,18.4863902442296,20.7765864257371,27.1819929543841
-0.010899,907173,55,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,5.72887842402288,2.73606907977179,7.79045596579357,77.3795857157127,81.2103592509967,10.6708372735347,15.0810771679659,21.9304561791983,28.3742913351971
6.801548,908470,176,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6.03380544316773,2.85858856546691,8.30129783559348,56.9808713555309,62.9553310725632,22.6772247024525,30.8506252392194,27.2763622681056,22.8020246111316
-1.597652,1290808,1024,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,5.16208487131466,2.75359748527721,7.53846443855012,64.5214955240012,80.7239395076947,14.3728414107479,19.5313025442164,25.374180267657,26.5154518663694
5.695697,1290814,294,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4.41705553993053,0,5.72915781975568,2.81075650760703,8.21603191464382,63.9775088572622,65.4925806762601,17.9301532689922,29.2116877442116,30.8228364620632,31.3894794301736
2.875896,1290810,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,7.81585292288992,0,6.26059033150539,2.88765711776581,8.54442534565946,63.0887368904115,73.8900494551553,15.2975005598161,27.5079759623072,22.9651919708354,31.2315231400946
4.399895,1240135,253,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,5.67470931796938,2.68139748842988,7.96248319086734,58.3732871199477,61.1738524525105,18.8470048461562,24.5855290651777,28.652618644821,28.9145545054676
2.050014,1290808,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.16208487131466,2.75359748527721,7.53846443855012,64.5214955240012,80.7239395076947,14.3728414107479,19.5313025442164,25.374180267657,26.5154518663694
0.990313,1240141,153,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,7.97565681193086,0,6.40317106187954,2.90427032362878,8.08740764021812,63.7639846752582,79.2409941313981,21.5241185205822,20.9910153277211,31.3192384404535,32.1755927293408
4.5667,1290808,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,5.16208487131466,2.75359748527721,7.53846443855012,64.5214955240012,80.7239395076947,14.3728414107479,19.5313025442164,25.374180267657,26.5154518663694
3.114917,1240131,178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,6.45552688676828,2.78318852909427,8.46312522237765,60.1388547754118,69.1012605999409,16.9531954066307,26.0410273208821,26.6656941030282,30.3862618427594
1.68188,1240135,178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,5.67470931796938,2.68139748842988,7.96248319086734,58.3732871199477,61.1738524525105,18.8470048461562,24.5855290651777,28.652618644821,28.9145545054676
5.480284,908150,230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.11844147321487,2.83303254608064,8.23884351706306,61.5538234080144,78.2453249490721,13.711035484569,18.4863902442296,20.7765864257371,27.1819929543841
3.199871,908150,1019,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.11844147321487,2.83303254608064,8.23884351706306,61.5538234080144,78.2453249490721,13.711035484569,18.4863902442296,20.7765864257371,27.1819929543841
5.365943,1240141,178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,7.97565681193086,0,6.40317106187954,2.90427032362878,8.08740764021812,63.7639846752582,79.2409941313981,21.5241185205822,20.9910153277211,31.3192384404535,32.1755927293408
2.699308,1290808,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,5.16208487131466,2.75359748527721,7.53846443855012,64.5214955240012,80.7239395076947,14.3728414107479,19.5313025442164,25.374180267657,26.5154518663694
5.308134,1290813,177,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0.780554,5.20917918151551,2.70336677937281,7.75624165911008,79.9784787868165,86.5447344052806,10.2037075788388,14.2105719803042,20.6990082233709,23.419317957528
4.316206,1290808,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.16208487131466,2.75359748527721,7.53846443855012,64.5214955240012,80.7239395076947,14.3728414107479,19.5313025442164,25.374180267657,26.5154518663694
0.589876,908150,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,5.11844147321487,2.83303254608064,8.23884351706306,61.5538234080144,78.2453249490721,13.711035484569,18.4863902442296,20.7765864257371,27.1819929543841
4.101387,1290808,291,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.16208487131466,2.75359748527721,7.53846443855012,64.5214955240012,80.7239395076947,14.3728414107479,19.5313025442164,25.374180267657,26.5154518663694
2.347005,1290810,1161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,7.81585292288992,0,6.26059033150539,2.88765711776581,8.54442534565946,63.0887368904115,73.8900494551553,15.2975005598161,27.5079759623072,22.9651919708354,31.2315231400946
0.009208,1240131,1060,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,6.45552688676828,2.78318852909427,8.46312522237765,60.1388547754118,69.1012605999409,16.9531954066307,26.0410273208821,26.6656941030282,30.3862618427594
3.586459,1240131,279,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,6.45552688676828,2.78318852909427,8.46312522237765,60.1388547754118,69.1012605999409,16.9531954066307,26.0410273208821,26.6656941030282,30.3862618427594
0.020335,907173,308,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.72887842402288,2.73606907977179,7.79045596579357,77.3795857157127,81.2103592509967,10.6708372735347,15.0810771679659,21.9304561791983,28.3742913351971
2.61058959603558,1240131,1014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.45552688676828,2.78318852909427,8.46312522237765,60.1388547754118,69.1012605999409,16.9531954066307,26.0410273208821,26.6656941030282,30.3862618427594
4.575381,1290810,1050,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,7.81585292288992,0,6.26059033150539,2.88765711776581,8.54442534565946,63.0887368904115,73.8900494551553,15.2975005598161,27.5079759623072,22.9651919708354,31.2315231400946
1.887723,1240136,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,6.69603164401217,2.84697005983739,8.32265480046952,65.9484608672225,79.2393759674248,14.9297781991725,25.3652767187618,25.9297247844962,29.4006859291265
2.81322741179537,908152,1032,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5.34293210445795,2.68719481874946,8.22125452705499,62.9608183836146,73.2508223710013,19.610997219121,25.892290024213,26.3504021084922,28.1097192866988
4.110591,1290808,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5.16208487131466,2.75359748527721,7.53846443855012,64.5214955240012,80.7239395076947,14.3728414107479,19.5313025442164,25.374180267657,26.5154518663694
1.138534,907173,1242,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,5.72887842402288,2.73606907977179,7.79045596579357,77.3795857157127,81.2103592509967,10.6708372735347,15.0810771679659,21.9304561791983,28.3742913351971
-0.586059,1240136,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.69603164401217,2.84697005983739,8.32265480046952,65.9484608672225,79.2393759674248,14.9297781991725,25.3652767187618,25.9297247844962,29.4006859291265
5.468396,1240138,1194,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5.8489033845779,2.67103485524647,7.87972037730476,73.1486907699062,68.1813115149419,11.7819107256692,17.0082114720738,28.074886527518,32.2632622363165
5.564556,1290813,293,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0.780554,5.20917918151551,2.70336677937281,7.75624165911008,79.9784787868165,86.5447344052806,10.2037075788388,14.2105719803042,20.6990082233709,23.419317957528
1.328056,1290813,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0.780554,5.20917918151551,2.70336677937281,7.75624165911008,79.9784787868165,86.5447344052806,10.2037075788388,14.2105719803042,20.6990082233709,23.419317957528
4.806856,908470,281,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6.03380544316773,2.85858856546691,8.30129783559348,56.9808713555309,62.9553310725632,22.6772247024525,30.8506252392194,27.2763622681056,22.8020246111316
2.744286,1240138,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,5.8489033845779,2.67103485524647,7.87972037730476,73.1486907699062,68.1813115149419,11.7819107256692,17.0082114720738,28.074886527518,32.2632622363165
-1.900369,1290813,283,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.780554,5.20917918151551,2.70336677937281,7.75624165911008,79.9784787868165,86.5447344052806,10.2037075788388,14.2105719803042,20.6990082233709,23.419317957528
3.755641,1240138,279,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,5.8489033845779,2.67103485524647,7.87972037730476,73.1486907699062,68.1813115149419,11.7819107256692,17.0082114720738,28.074886527518,32.2632622363165
4.923266,1240136,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,6.69603164401217,2.84697005983739,8.32265480046952,65.9484608672225,79.2393759674248,14.9297781991725,25.3652767187618,25.9297247844962,29.4006859291265
3.35268541396843,1290808,1032,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5.16208487131466,2.75359748527721,7.53846443855012,64.5214955240012,80.7239395076947,14.3728414107479,19.5313025442164,25.374180267657,26.5154518663694
3.249266,1290810,158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,7.81585292288992,0,6.26059033150539,2.88765711776581,8.54442534565946,63.0887368904115,73.8900494551553,15.2975005598161,27.5079759623072,22.9651919708354,31.2315231400946
-2.233399,907173,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.72887842402288,2.73606907977179,7.79045596579357,77.3795857157127,81.2103592509967,10.6708372735347,15.0810771679659,21.9304561791983,28.3742913351971
5.721242,1290810,293,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,7.81585292288992,0,6.26059033150539,2.88765711776581,8.54442534565946,63.0887368904115,73.8900494551553,15.2975005598161,27.5079759623072,22.9651919708354,31.2315231400946
5.63998,1240135,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,5.67470931796938,2.68139748842988,7.96248319086734,58.3732871199477,61.1738524525105,18.8470048461562,24.5855290651777,28.652618644821,28.9145545054676
1.084697,908470,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,6.03380544316773,2.85858856546691,8.30129783559348,56.9808713555309,62.9553310725632,22.6772247024525,30.8506252392194,27.2763622681056,22.8020246111316
3.276515,1240138,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,5.8489033845779,2.67103485524647,7.87972037730476,73.1486907699062,68.1813115149419,11.7819107256692,17.0082114720738,28.074886527518,32.2632622363165
2.822014,1240138,1161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5.8489033845779,2.67103485524647,7.87972037730476,73.1486907699062,68.1813115149419,11.7819107256692,17.0082114720738,28.074886527518,32.2632622363165
0.887198,1240141,202,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,7.97565681193086,0,6.40317106187954,2.90427032362878,8.08740764021812,63.7639846752582,79.2409941313981,21.5241185205822,20.9910153277211,31.3192384404535,32.1755927293408
3.792835,1240139,199,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.628027,5.06601218927224,2.59423499831168,7.34333317965437,71.6598184117346,87.9481171150572,14.9736643131319,24.6232358366206,18.9888712276546,28.6378877402687
4.881369,1290808,255,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5.16208487131466,2.75359748527721,7.53846443855012,64.5214955240012,80.7239395076947,14.3728414107479,19.5313025442164,25.374180267657,26.5154518663694
-2.305724,908150,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.11844147321487,2.83303254608064,8.23884351706306,61.5538234080144,78.2453249490721,13.711035484569,18.4863902442296,20.7765864257371,27.1819929543841
5.404726,1240141,1043,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,7.97565681193086,0,6.40317106187954,2.90427032362878,8.08740764021812,63.7639846752582,79.2409941313981,21.5241185205822,20.9910153277211,31.3192384404535,32.1755927293408
