IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_803,Fingerprint_801,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_792,Fingerprint_791,Fingerprint_784,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_705,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_687,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_672,Fingerprint_669,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,MUT_EIF2AK1,REC_R_HSA_450346,REC_R_HSA_450346_EXP,PWY_R_HSA_1852241_EXP,PWY_R_HSA_453279,GO_0007223,GO_0007399_CSV,GO_0016572,GO_0019933_EXP,GO_0030509_EXP,GO_0032147_CSV,GO_0050766_CSV,GO_0071560,SFAM_DYRK1_EXP,SFAM_RIPK_EXP,CLS_Histology_subtype_1_astrocytoma_Grade_III,EXP_CLK4,EXP_TRPM7,EXP_TBK1,EXP_MAPK1,EXP_GRK1,EXP_STRADB,EXP_MAP3K20,EXP_CAMK1,PKA_117_X_Fingerprint_696,PKA_134_ENG_X_Fingerprint_696,PKA_134_HYD_X_Fingerprint_644,PKA_134_VOL_X_Fingerprint_696,PKA_140_B62_X_Fingerprint_644,PKA_68_HYD_X_Fingerprint_698,PKA_77_ASA_X_Fingerprint_611,PKA_84_ASA_X_Fingerprint_812,PKA_84_POL_X_Fingerprint_812,EXP_DCLK2_X_EXP_ASF1B,EXP_EIF2AK3_X_EXP_PPP1CB,EXP_LCK_X_EXP_CD28,EXP_LCK_X_EXP_CD4,EXP_TBK1_X_EXP_IFIH1,REC_R_HSA_3928578_EXP_X_REC_R_HSA_6802932_EXP,PWY_R_HSA_162582_EXP_X_PWY_R_HSA_453274_EXP,PWY_R_HSA_3371571_EXP_X_PWY_R_HSA_983705_EXP,PWY_R_HSA_453279_EXP_X_PWY_R_HSA_76002_EXP,GO_0000165_EXP_X_GO_0016310_EXP,GO_0007050_X_GO_0043066,GO_0010628_X_GO_0045087,GO_0043123_X_GO_0048013,Predicted IC50,Validation
2.503219,906834,202,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,4.8547775112,0,0,0,0,0,0,0,4.1725229969,4.0926174687,5.952595921,6.1818302847,3.1346522585,3.3084127963,5.5254571555,3.8248986716,0,0,0,0,0,0,0,0,0,26.698995867,30.587191573,8.3947579271,8.4786316448,25.946942886,0,0,0,0,0,1,2,0,2.7186587984,5
1.21315,946368,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,3.0915891149,0,0,0.696305,0,0,0,0,0,0,0,0,0,4.0095390564,4.4778692106,7.4312544911,5.7419292928,2.9543864016,4.3998688552,8.0498191988,5.0632794568,0,-5.21,2.38,64.2,0,0,0,0,0,23.346620329,21.031834333,8.9335275302,8.8905052377,39.801265332,0,0,0,0,0,0,0,0,-0.196811162,6
-0.151932,687561,159,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0453864868,5.4626132047,7.4087959117,5.8810701538,3.1278824424,3.334167248,7.5357501213,3.4477116599,0,0,0,0,0,0,0,0,0,21.52206285,24.443152673,8.7009758297,8.8522544676,33.855985739,0,0,0,0,0,0,0,0,-0.112471145,4
-1.664988,1240169,1057,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2943031082,5.0971170882,8.44508366,6.000005161,2.9912327119,3.6732508673,6.3528705465,4.5713823997,0,0,0,0,0,0,0,0,0,19.231088572,19.271268453,8.2304192971,8.1412189943,35.352948684,0,150.47389451,0,0,0,2,1,0,-2.56849607,5
3.1977884187,683667,1032,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9391688669,4.9238680671,7.7058127065,5.9098681571,2.9877539198,3.9312367501,6.0922909556,4.241236059,0,0,0,0,0,0,0,0,0,20.190303908,25.535493936,8.77261101,8.5989262843,31.777048786,0,42.706340648,0,0,0,0,0,0,1.9303921016,2
0.344164,906746,1059,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6138804633,5.5685187132,7.4284835426,6.2263931891,2.9178033849,4.347476504,7.4461542375,3.9420709252,0,0,0,0,0,0,0,0,0,12.357028788,25.222436751,8.1565860355,8.6408315772,40.762220863,0,0,0,0,0,0,0,0,0.477489542,9
4.014636,905985,192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.147765024,5.1905944519,8.4467538527,6.0540738101,2.9623717279,3.2580997204,6.3736894604,3.1169051013,0,0,0,0,0,0,0,0,0,20.694061197,21.629676925,8.5908685978,8.8103670754,51.387067893,0,0,0,0,0,0,0,0,4.3667463724,8
4.728765,910933,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0587348028,0,0,0,0,0,0,4.1127463055,4.9250980132,8.3192366905,6.342337264,3.3214172569,3.2056703386,6.1644402833,5.6402100168,0,0,0,0,0,0,0,0,0,20.45602533,12.38496891,9.2890397554,9.3281378972,33.352077626,11.890406449,0,0,0,10.105296652,0,0,0,4.1843146716,3
3.545809,908449,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.839240409,5.5845176937,8.309806524,5.969713562,3.3308376491,4.1791224445,6.4332037333,4.0456710481,0,0,0,0,0,0,0,0,0,12.954006971,22.004940641,8.3215442548,8.5810513143,41.941436497,0,27.78562383,0,0,0,0,0,0,3.5915194271,5
3.264408,909248,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0468439365,0,0,0,0,0,0,5.0391210645,4.4861731387,7.7641633609,5.7520780523,2.9683502971,3.2480024937,5.882834465,3.457638413,0,0,0,0,0,0,0,0,0,14.460291988,22.921941751,8.3280631236,8.8869799005,36.50923862,20.419981494,0,0,0,0,0,0,0,3.5103769348,2
0.801847,687568,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,3.1547359808,0.818245,0,0,0,0,0,4.7046616209,5.6015964486,7.8927871773,6.0508561743,2.8993864896,3.236506467,5.3569275336,3.2312998861,0,0,0,0,0,0,0,0,0,17.393316488,27.820818912,8.7738593924,8.8318622837,42.753601842,0,0,0,0,0,0,0,0,1.0490197911,1
5.055124,908452,1025,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5457412729,0,0,0.666601,0,0,0,0,0,0,0,0,1,4.4993487387,4.9189899974,7.5756339912,5.9998077867,2.9131212887,3.5110666904,7.1027673478,3.6626675086,0,0,0,0,0,0,0,0,0,20.062543474,32.869492525,8.9728545112,8.8556230524,38.379785389,0,89.519632018,18.364533287,0,0,0,0,0,4.1391813589,10
2.152779,905986,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.555755,0,1,3.036594033,0,0,4.2943515326,5.505058676,8.1727971111,6.1654818158,2.9199922247,3.8015779062,7.2566537681,4.0502732917,0,0,0,0,0,0,0,0,0,18.858966761,23.996197251,8.8118907301,8.9799787474,32.047702784,0,0,0,22.771802083,0,0,0,1,3.5766552048,1
0.20275,905984,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.4579906583,0,0,0,0,0,0,0,4.5111449199,5.8156820238,8.3996648372,5.8940143246,2.9267797974,2.9919851554,6.4015161446,3.3738430004,0,0,0,0,0,0,0,0,0,15.340599916,25.817467449,9.4812671345,10.083598833,48.335618487,0,0,0,0,27.69754157,0,0,0,-0.196691264,8
5.80726,907279,288,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.6754784608,5.1029549558,7.9541233814,6.4666952465,2.9427461556,3.5883796809,6.3851665058,4.5475040752,0,0,0,0,0,0,0,0,0,18.440965675,21.574165311,8.4504967589,8.3269139523,34.680934417,0,0,0,0,0,0,1,0,5.3571590445,3
-1.11011,910943,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72681,0,0,0,0,3.8483642562,4.7001114309,7.8004418666,6.0832370278,2.8869296733,3.9269541253,8.1174957148,4.8253287625,0,0,0,0,0,0,0,0,0,23.851933776,20.439007885,7.9009323488,8.0314786113,34.355326371,0,91.373689263,0,0,0,1,0,0,-0.236228729,2
2.151769,907042,202,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4.725751083,0,0.694829,0,0,0,0,0,4.5069517279,5.4614284546,8.2181487824,5.5433968284,3.0136787317,2.9658047279,6.8935248478,3.0323644602,0,0,0,0,0,0,0,0,0,19.171533833,21.582907913,8.0517771033,8.6003582135,44.03004953,13.078526247,0,0,0,0,0,0,1,2.8024860163,2
0.325631,687592,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4.73774058,6.5441148976,0,0,1,0,0,0,4.3730766981,5.3187489124,8.1150201292,5.5372527195,3.0707037783,3.6235158572,6.2656595716,4.1474409069,0,0,0,0,0,0,0,0,0,14.303940046,22.374267814,8.3669444554,8.6135433087,35.440464572,28.429475277,0,0,0,0,0,0,0,-0.517389688,7
2.522865,906833,275,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,2,11.679235953,0,0,0,0,0,4.4411923416,0,0.84912,0,1,0,0,0,4.2300184653,5.6065045969,8.6558516792,6.1442379122,3.0249907232,3.1440226295,6.042973696,3.8043706507,0,0,0,0,0,-1.51,0,0,0,23.59702775,24.212315062,8.4301341594,8.2641993183,48.278314745,0,0,0,0,0,0,0,0,3.6614689831,7
0.844043,946370,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.745758,0,0,0,0,0,3.9857897873,5.2759920464,7.313092072,6.1197902791,3.0004731712,3.3153026417,7.8986877691,3.3889488531,0,0,0,0,0,0,0,0,0,16.38695627,24.441326307,7.9504235278,8.4010404386,28.000491169,0,0,0,0,0,0,2,0,0.7492359912,7
0.457638,906868,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1482007101,6.2417110503,9.0368003218,5.3775777877,3.1001630208,3.4218337502,6.8516246469,3.1646383151,0,0,0,0,0,0,0,0,0,12.894935883,22.607156073,8.3110771166,8.4287881717,47.067924623,0,0,0,0,36.26750975,0,0,0,1.9410246546,4
4.452944,907279,295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.6754784608,5.1029549558,7.9541233814,6.4666952465,2.9427461556,3.5883796809,6.3851665058,4.5475040752,0,0,0,0,0,0,0,0,0,18.440965675,21.574165311,8.4504967589,8.3269139523,34.680934417,0,0,0,0,0,0,1,0,3.7760967061,3
0.309432,906873,1242,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.805194,0,0,3.4878887706,0,4.3144692412,6.096351016,7.1694070997,5.5610419722,2.8846083986,3.3511229259,6.5742920155,4.4619076587,0,0,0,0,0,0,0,0,0,18.311952087,27.202713632,8.3888103807,8.4103287357,37.177382885,0,0,0,0,0,0,0,0,0.911354932,10
-1.007259,946368,83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3.0915891149,0,0,0.696305,0,0,0,0,0,0,0,0,0,4.0095390564,4.4778692106,7.4312544911,5.7419292928,2.9543864016,4.3998688552,8.0498191988,5.0632794568,0,-5.21,0,64.2,0,0,0,0,0,23.346620329,21.031834333,8.9335275302,8.8905052377,39.801265332,0,0,0,0,0,0,0,0,-0.575310506,1
3.113635,946369,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.259165948,5.3549296399,8.1513875481,5.4343368474,3.0690658274,2.9570240254,6.3860487166,4.4639258371,0,0,0,0,0,0,0,0,0,15.493986681,22.085969835,8.8747657361,8.9389045382,35.793838688,0,0,0,0,0,0,0,0,4.0528663808,9
1.103884,908450,1060,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.712379,0,0,0,0,0,0,0,0,1,5.1292209704,5.8901845604,7.7419421927,6.5917998766,2.9783107685,3.954212381,7.5303543727,5.3552640353,0,0,0,0,0,0,0,0,0,21.044790683,24.637107585,8.5028663885,8.5983239234,36.107810818,0,0,0,0,0,0,0,0,0.7142225549,5
0.119375,687568,185,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,3.1547359808,0.818245,0,0,0,0,0,4.7046616209,5.6015964486,7.8927871773,6.0508561743,2.8993864896,3.236506467,5.3569275336,3.2312998861,0,0,0,0,0,0,0,0,0,17.393316488,27.820818912,8.7738593924,8.8318622837,42.753601842,0,0,0,0,0,0,0,0,1.5402998803,6
-0.051024,908452,331,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3.5457412729,0,0,0.666601,0,0,0,0,0,0,0,0,1,4.4993487387,4.9189899974,7.5756339912,5.9998077867,2.9131212887,3.5110666904,7.1027673478,3.6626675086,0,0,0,0,0,0,0,0,0,20.062543474,32.869492525,8.9728545112,8.8556230524,38.379785389,0,89.519632018,18.364533287,0,0,0,0,0,-0.011745602,6
1.211307,909729,283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,4.3797405034,0,0,0,0,0,0,0,0,0,0,2.9604286614,0,4.3544099183,4.9546442059,7.8138215976,6.3264234391,3.0707204422,3.7216826223,6.6231288218,3.2755375363,0,0,0,0,-1,0,0,0,0,16.940722583,26.714247792,8.2264331753,8.5647848003,34.465396668,0,126.64991015,0,0,0,0,0,0,-0.551637128,10
4.934019,906835,177,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3133340858,5.907474058,8.116252683,6.3539997463,2.9816695912,3.8432590482,5.5762843307,4.5703559892,0,0,0,0,0,0,0,0,0,20.330516598,19.294854712,8.0759627554,8.2970546238,38.685924476,9.5855798648,0,0,0,0,0,0,1,3.4982702914,2
0.388465,946377,1019,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.672077,0,0,3.0262863799,0,0,4.3793767634,5.8756392871,7.6484599508,6.0366672133,3.2053045777,4.0393560152,6.8554667596,3.3685413101,0,0,0,0,0,0,0,0,0,14.90076139,19.46536798,8.6977569289,8.8468164857,34.221381563,0,0,0,28.786353202,0,0,0,0,0.5725080846,3
2.663288,907279,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.6754784608,5.1029549558,7.9541233814,6.4666952465,2.9427461556,3.5883796809,6.3851665058,4.5475040752,0,0,0,0,0,0,0,0,0,18.440965675,21.574165311,8.4504967589,8.3269139523,34.680934417,0,0,0,0,0,0,1,0,3.6447183953,10
0.589879,905986,312,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.555755,0,1,3.036594033,0,0,4.2943515326,5.505058676,8.1727971111,6.1654818158,2.9199922247,3.8015779062,7.2566537681,4.0502732917,0,0,0,0,0,0,0,0,0,18.858966761,23.996197251,8.8118907301,8.9799787474,32.047702784,0,0,0,22.771802083,0,0,0,1,-0.021329782,4
4.651075,905986,298,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.555755,0,1,3.036594033,0,0,4.2943515326,5.505058676,8.1727971111,6.1654818158,2.9199922247,3.8015779062,7.2566537681,4.0502732917,0,0,0,0,0,0,0,0,0,18.858966761,23.996197251,8.8118907301,8.9799787474,32.047702784,0,0,0,22.771802083,0,0,0,1,4.0623047842,10
4.177016,906835,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3133340858,5.907474058,8.116252683,6.3539997463,2.9816695912,3.8432590482,5.5762843307,4.5703559892,0,0,0,0,0,0,0,0,0,20.330516598,19.294854712,8.0759627554,8.2970546238,38.685924476,9.5855798648,0,0,0,0,0,0,1,4.4478923634,6
4.840672,1240170,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8676681392,5.1494734231,7.8425859654,6.8723391847,2.9630120175,3.0230551315,8.5009386317,3.545869417,0,0,0,0,0,0,0,0,0,17.765881495,25.597087031,8.4399458526,8.4609394015,32.957652698,0,0,0,0,19.830366657,0,0,0,3.9036980736,1
3.234649,946369,287,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.259165948,5.3549296399,8.1513875481,5.4343368474,3.0690658274,2.9570240254,6.3860487166,4.4639258371,0,0,0,0,0,0,0,0,0,15.493986681,22.085969835,8.8747657361,8.9389045382,35.793838688,0,0,0,0,0,0,0,0,3.1920833551,8
4.254221,946369,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.259165948,5.3549296399,8.1513875481,5.4343368474,3.0690658274,2.9570240254,6.3860487166,4.4639258371,0,0,0,0,0,0,0,0,0,15.493986681,22.085969835,8.8747657361,8.9389045382,35.793838688,0,0,0,0,0,0,0,0,2.3693589496,3
-0.731585,1240168,155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.861979,0,3.0697024187,0,0,0,0,0,0,0,3.8324190972,4.9133488655,7.731307752,5.8739467348,2.9787092679,3.5174974224,7.8383650964,4.2604291696,1,0,0,0,0,0,0,0,0,21.961457695,24.99290307,8.641627718,8.7789132919,38.689039387,0,0,0,0,0,0,0,0,0.206708269,7
1.62692,906871,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.5751925951,5.3590101847,8.0584097251,5.6153941295,2.9618013937,3.3508207522,6.6259915686,4.4172823883,0,0,0,0,0,0,0,0,0,14.715962079,18.473003674,8.3262691966,8.6052868097,35.561222659,0,0,0,54.175346445,0,0,0,1,1.0867419957,10
4.162112,908452,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,3.5457412729,0,0,0.666601,0,0,0,0,0,0,0,0,1,4.4993487387,4.9189899974,7.5756339912,5.9998077867,2.9131212887,3.5110666904,7.1027673478,3.6626675086,0,0,0,0,0,0,0,0,0,20.062543474,32.869492525,8.9728545112,8.8556230524,38.379785389,0,89.519632018,18.364533287,0,0,0,0,0,4.1279382297,4
0.067542,905985,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.147765024,5.1905944519,8.4467538527,6.0540738101,2.9623717279,3.2580997204,6.3736894604,3.1169051013,0,0,0,0,0,0,0,0,0,20.694061197,21.629676925,8.5908685978,8.8103670754,51.387067893,0,0,0,0,0,0,0,0,1.178444746,7
4.392271,946370,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.745758,0,0,0,0,0,3.9857897873,5.2759920464,7.313092072,6.1197902791,3.0004731712,3.3153026417,7.8986877691,3.3889488531,0,0,0,0,0,0,0,0,0,16.38695627,24.441326307,7.9504235278,8.4010404386,28.000491169,0,0,0,0,0,0,2,0,2.8796146296,3
