IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_792,Fingerprint_791,Fingerprint_785,Fingerprint_784,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_669,Fingerprint_667,Fingerprint_659,Fingerprint_658,Fingerprint_656,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,MOT_2D_beta8strand,MUT_CDC42BPB,MUT_FGFR2_EXP,MUT_MAP3K9_EXP,MUT_NPR2,MUT_NPR2_EXP,MUT_ULK4,CNV_PTK2_gain,REC_R_HSA_176298_EXP,REC_R_HSA_380311_CSV,PWY_R_HSA_1250196_EXP,PWY_R_HSA_1266738_CSV,PWY_R_HSA_193648_CSV,PWY_R_HSA_373755,PWY_R_HSA_68877_CSV,PWY_R_HSA_73894_EXP,GO_0002053_EXP,GO_0007283_CSV,GO_0042060,GO_0043524,GO_0048813,GO_0050798,SFAM_TSSK,EXP_EPHB6,EXP_MAP3K12,EXP_PRKCG,EXP_PAK3,EXP_SIK2,EXP_PASK,EXP_IGF1R,EXP_WNK4,PKA_104_ENG_X_Fingerprint_818,PKA_104_VOL_X_Fingerprint_644,PKA_105_POL_X_Fingerprint_791,PKA_115_EXP_X_Fingerprint_643,PKA_115_HYD_X_Fingerprint_576,PKA_124_POL_X_Fingerprint_791,PKA_145_ASA_X_Fingerprint_696,PKA_145_EXP_X_Fingerprint_696,PKA_157_HYD_X_Fingerprint_696,PKA_162_HYD_X_Fingerprint_576,PKA_162_VOL_X_Fingerprint_576,PKA_192_ASA_X_Fingerprint_643,PKA_192_VOL_X_Fingerprint_643,PKA_240_POL_X_Fingerprint_576,EXP_GRK3_X_EXP_OR10H3,EXP_GRK3_X_EXP_OR52I1,EXP_GRK3_X_EXP_OR5M9,EXP_RIPK3_X_EXP_FADD,EXP_SYK_X_EXP_CLEC7A,EXP_SYK_X_EXP_STAT5A,EXP_SYK_X_EXP_TLN1,PWY_R_HSA_109606_EXP_X_PWY_R_HSA_418594_EXP,PWY_R_HSA_162906_X_PWY_R_HSA_69620,PWY_R_HSA_2187338_EXP_X_PWY_R_HSA_69273_EXP,GO_0006355_EXP_X_GO_0031397_EXP,GO_0007411_X_GO_0034446,GO_0009615_EXP_X_GO_0070373_EXP,GO_0018108_X_GO_0090002,GO_0030155_X_GO_1901796,GO_0043254_EXP_X_GO_0043406_EXP,Predicted IC50,Validation
3.322625,907045,207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.70925,0,0,0,0,0,0.790263,0,1,0,0,0,3.2276833326,3.2084051927,3.2926216917,3.13870324,3.9324102927,3.8736577096,4.0093441727,7.2930018986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.305950097,9.0478393227,9.3648758514,23.901394828,9.2898589887,11.153629779,10.507729051,0,0,0,0,0,0,0,0,0,2.590700739,10
1.42116,908121,207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4631941541,0.841378,0,0,0,5.9221739941,0,0,0,0,0,0,0,3.7257575609,3.076681571,3.2529690537,3.1057240383,4.1819802353,4.3412523845,4.362304674,3.0345494516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.058177316,12.774842871,13.298867801,29.761103906,11.696654278,12.733326711,16.873111563,0,0,0,0,1,0,0,0,0,2.1565143632,6
2.585641,906844,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5425760809,0,0,0,0,0,0,0,0,1,0,0,0,6.9660404784,3.9935349319,3.1154436506,3.1549497654,4.1654271861,5.0176717292,4.4348170714,2.8749949746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.756915828,18.230124864,19.38413151,18.992536448,28.041158397,36.806906035,43.03912879,0,0,0,0,1,0,0,0,0,1.74629053,3
1.007025,906812,1024,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.178430696,0,0,0,0,0,0,0,3.8546026547,3.4823429827,3.2122513846,3.1417491662,4.3741028047,4.5092482412,4.8679873994,2.8992583303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.133293824,10.854866731,10.644270948,21.417846284,8.9998635431,11.029256064,15.23624903,0,0,0,0,0,0,0,0,0,0.3244559347,8
2.801108,906862,292,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7540713141,0.752333,0,1,0,5.1549449795,0,0,1,0,0,0,0,3.2220061363,3.0720914693,3.2486245769,3.3155984591,4.1194587757,4.7189066391,3.3844061235,3.2351098269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.019847216,12.129669764,13.420593025,21.608045354,17.371310825,18.746690772,15.515393572,0,3,0,0,0,0,1,1,0,3.367586861,1
5.543126,910910,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.798032,0,0.746166,0.746166,0,0,11.824999272,0,0,0,0,0,0,0,3.0779615408,3.5977587079,3.299945304,2.9819082181,4.4682331975,3.8940011801,4.9373410672,3.0678321449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9059728125,9.3185928963,9.6881194057,25.703774807,11.103853975,15.565778087,13.435400252,11.141596442,0,14.835146662,0,0,0,0,0,0,5.403631833,10
2.793048,910910,277,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.798032,0,0.746166,0.746166,0,0,11.824999272,0,0,0,0,0,0,0,3.0779615408,3.5977587079,3.299945304,2.9819082181,4.4682331975,3.8940011801,4.9373410672,3.0678321449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9059728125,9.3185928963,9.6881194057,25.703774807,11.103853975,15.565778087,13.435400252,11.141596442,0,14.835146662,0,0,0,0,0,0,3.5644315613,5
3.340646,906844,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5425760809,0,0,0,0,0,0,0,0,1,0,0,0,6.9660404784,3.9935349319,3.1154436506,3.1549497654,4.1654271861,5.0176717292,4.4348170714,2.8749949746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.756915828,18.230124864,19.38413151,18.992536448,28.041158397,36.806906035,43.03912879,0,0,0,0,1,0,0,0,0,2.390877497,2
4.072664,910704,1158,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3.8913235615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6.6820151742,3.9937718218,3.1816753757,3.0178263398,3.6008379371,4.0121254222,3.6913048043,2.991257806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.182035847,8.8259959942,10.521310563,22.300814544,11.743634458,14.223584271,16.333787909,0,0,0,0,0,0,0,0,0,4.7712869575,4
4.744479,1298157,192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.914430279,3.144626821,3.2092251494,3.0497134271,4.4151941244,4.0277297306,3.8976371934,4.1600577954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.992128455,10.771952797,10.767972176,22.553257314,9.8327124775,13.660534515,14.556485364,0,0,0,0,1,0,0,0,0,4.7123057117,4
-1.258046,749714,1060,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.6847730768,3.1033603521,3.1788454817,3.1494707609,3.9718528653,3.783353862,3.5431907033,3.0240359206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.326351136,8.1132915396,9.1405405605,24.883023406,14.245266957,17.10352564,15.788782044,0,0,0,0,0,0,0,0,0,-0.133409551,10
6.299715,924240,345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.831336,0.632105,1,0,9.578193468,0,0.823976,0,0,0,0,0,3.3626915153,3.5091029542,3.2929279331,3.3342505266,4.0786836544,4.4790316673,4.5416751315,5.1863054991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.899995115,9.3878381958,11.134833737,34.29907166,9.2806922623,11.952839838,13.922570011,0,0,0,0,0,0,0,0,0,6.2658370415,2
2.43283,905951,1219,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9356907683,4.7960404509,3.2831908106,4.1627434547,4.7470703329,4.2542496857,3.7410507908,3.1905034498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0687062356,8.0587269391,8.2826375417,22.341599528,8.786410971,11.126072731,18.58713714,0,0,0,0,0,0,0,0,0,2.9287927897,7
3.418805,1303900,185,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7400797568,0,0,0,0,0,0,0,3.1145994284,3.3401512287,3.2109697826,3.2222939622,3.658049865,4.5988011836,5.7563484356,2.9381421436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.983477355,13.631347654,16.107395807,29.329438204,9.2792425493,11.613325387,13.535554548,0,0,0,0,0,0,0,0,0,2.7603728821,8
1.732402,910948,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.706277,1,1,0,0,0,5.9246733677,4.0908234016,3.247984012,3.1769013349,4.3184694508,4.6071314728,3.3234008093,3.1649797746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.973020081,11.394720435,10.77172347,21.237560287,9.7646594824,11.193849616,14.5527116,0,0,0,0,0,0,0,0,0,1.7728486986,2
6.288734,949093,249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.9382338563,0.650866,0,0,0,0,0.650866,0,0,0,0,0,1,0,0,2.9223807838,5.1080496892,3.3286806027,4.4512434316,3.9267117855,4.8657093735,6.1336058975,3.181218415,0,0,0,3.8071674379,-0.23,0,0,0,0,0,0,34.8,38,0,11.636565186,10.294714153,10.342037141,23.434420357,10.888393117,15.571860566,14.735426429,9.3250946879,0,11.786513339,0,0,0,0,0,0,5.7672267787,4
4.163048,907045,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.70925,0,0,0,0,0,0.790263,0,1,0,0,0,3.2276833326,3.2084051927,3.2926216917,3.13870324,3.9324102927,3.8736577096,4.0093441727,7.2930018986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.305950097,9.0478393227,9.3648758514,23.901394828,9.2898589887,11.153629779,10.507729051,0,0,0,0,0,0,0,0,0,4.4939470034,2
2.583832,907047,291,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.3344626692,3.1178521552,3.2022425586,3.0635048006,5.1716707266,4.4455062113,4.6810992017,2.8798409697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.371215635,12.44303597,11.366779428,24.918913094,16.756130134,32.201993719,20.241539181,0,0,0,0,0,0,0,0,0,2.6041716106,9
4.05849,924106,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.820384,0,0,0,0,0,0,1,1,0,0,0,3.4477513264,3.1403069077,3.388860384,3.340393312,4.7094043165,5.0555033281,4.0371673584,3.1009686989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.034869989,9.3483619674,11.468544396,24.448062263,16.697969761,20.761575376,25.094322413,0,0,0,0,0,0,0,0,0,4.2204844935,8
-3.780975,908123,283,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7029860955,0,0,1,0,0,0,0,1,0,0,0,0,4.2761739693,2.7520846003,3.2513771133,3.1230917247,4.7992700098,5.0109685667,3.4132555184,2.917376701,0,0,0,0,0,0,0,0,0,0,0,-3.3,-27.5,0,14.07841532,11.317620608,12.281723445,24.490020264,20.302770927,31.389719107,40.369427076,0,0,0,0,0,0,0,0,0,-3.781966173,1
3.68804,909256,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.7438427469,0,0,0,0,0,0,0,1,0,0,0,1,4.9567786481,2.9840274988,3.2115009656,3.2404682811,4.173155721,4.958213665,3.3384038779,2.8704571751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.25779386,15.536010483,16.734921873,22.042506029,21.866113676,22.914153555,24.721862872,0,1,0,50.581408328,1,24.492368045,2,0,0,3.1239323354,9
4.016158,909778,207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3595636552,0,1,0,0,0,0,3.1414368884,3.3675542792,3.5408128705,3.164356259,3.7978911982,4.4565740665,3.4087984895,2.985736403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.185355081,9.6490466138,9.9726440866,29.443844379,12.199731455,11.842735914,12.165864901,0,0,0,0,0,0,0,0,0,3.796102964,9
-4.896523,909256,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,4.7438427469,0,0,0,0,0,0,0,1,0,0,0,1,4.9567786481,2.9840274988,3.2115009656,3.2404682811,4.173155721,4.958213665,3.3384038779,2.8704571751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.25779386,15.536010483,16.734921873,22.042506029,21.866113676,22.914153555,24.721862872,0,1,0,50.581408328,1,24.492368045,2,0,0,-3.971448559,4
0.503565,749714,331,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.6847730768,3.1033603521,3.1788454817,3.1494707609,3.9718528653,3.783353862,3.5431907033,3.0240359206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.326351136,8.1132915396,9.1405405605,24.883023406,14.245266957,17.10352564,15.788782044,0,0,0,0,0,0,0,0,0,0.7216135709,10
4.016886,906812,294,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.178430696,0,0,0,0,0,0,0,3.8546026547,3.4823429827,3.2122513846,3.1417491662,4.3741028047,4.5092482412,4.8679873994,2.8992583303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.133293824,10.854866731,10.644270948,21.417846284,8.9998635431,11.029256064,15.23624903,0,0,0,0,0,0,0,0,0,4.2512098092,6
2.543756,749712,1038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.480185,0.810793,0,0,7.7636549205,0,0.831479,0,0,0,0,0,3.2197405116,3.5905487178,3.2660987834,3.2272018637,4.054982507,3.9604657113,3.3998922076,3.2475918573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.256890731,13.15498909,14.259648733,26.182665525,10.482874539,11.327114977,16.295910313,0,0,0,0,0,0,0,0,0,1.5142167887,4
4.06541,749717,1203,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.833567,0,0,0,0,0.833567,0,0,1.623285,0,3,0,0,0,3.1564023623,3.3776156033,3.1943787018,3.1210505897,4.2488504859,4.2380663768,4.3415457902,3.1252425012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.588789189,13.470559202,13.206631287,21.800343201,15.150238868,22.324773331,19.689731935,0,0,0,0,0,0,0,0,0,4.7495662544,9
5.735854,905946,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55673,0,2,0,0,0,0,0,1,1,1,0,2.9346408359,3.5195166351,3.3867450328,3.3054909788,3.7543195725,3.8552842174,5.755060257,3.0265696164,0,0,0,0,0,0,0,0,-2.52,0,0,0,0,0,9.9073944537,8.9906748285,9.751246711,24.069724645,11.042944982,15.440939907,12.593089016,0,0,0,10.561303339,0,0,0,0,22.473643403,5.5103948878,8
0.946234,749710,1010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.4816911235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3185826133,2.9996791651,3.2613558719,3.0777875191,4.3733548782,4.618865047,4.2494738212,2.8756369718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.695237493,12.417500552,13.002662142,24.328845618,14.525753491,24.780857945,21.017274291,0,0,0,0,0,0,0,0,0,0.7543223045,9
4.40388,910704,275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,3.8913235615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6.6820151742,3.9937718218,3.1816753757,3.0178263398,3.6008379371,4.0121254222,3.6913048043,2.991257806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.182035847,8.8259959942,10.521310563,22.300814544,11.743634458,14.223584271,16.333787909,0,0,0,0,0,0,0,0,0,4.9961045534,5
5.128086,906851,294,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3.9972639317,0,0,0,0,0,0,0,6.1809377907,0,0,0,0,0,0,0,0,0,0,0,0,2.8923831174,3.6172218784,3.3318047783,3.1242687915,4.0339663765,4.1397901517,4.9254308114,3.181474444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.755530758,9.8098102659,10.529351798,23.232560093,9.1568728244,18.023679585,16.310910562,0,0,0,19.10353452,0,0,0,0,0,4.8722556846,3
2.100018,749711,185,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2249086224,3.105042331,3.280185472,3.617051823,4.3351031059,4.4042592037,2.917731246,2.9567255508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.372053698,12.50753755,12.442207534,25.957367165,21.462135796,24.87791635,14.997359296,0,0,0,0,0,0,0,0,0,3.5098235479,6
3.151849,908151,203,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3.2214327207,2.9426406728,3.3541533356,3.1014435663,4.3880125001,4.1483378576,3.4760114815,3.1867768347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.760065979,15.302616016,16.482860782,21.657687404,14.293288019,16.477274911,15.906606139,0,0,0,22.867464758,0,0,0,0,0,2.497311683,7
