IC50,Cancer,Drug,SDOM_subdomainXI_EXP,PWY_R_HSA_2029480,PWY_R_HSA_449147,GO_0038083,FAM_Other_CSV,EXP_TRIM66,EXP_STKLD1,Predicted IC50,Validation
3.292259,907286,185,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,1
1.235725,909904,185,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,10
0.775869,910546,185,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,5
3.068597,910907,185,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,1
-0.890821,925347,185,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,4
0.393293,925348,185,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,4
2.957858,1240201,185,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,4
2.210387,1240208,185,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,9
3.237593,1240218,185,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,7
0.01757,1240219,185,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,3
1.320177,1290797,185,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,6
4.563013,1298141,185,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,4
1.316775,1298216,185,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,10
1.038012,1298219,185,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,8
0.301373,1298475,185,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,7
1.980508,1298476,185,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,8
0.306858,1298526,185,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,3
2.796236,1298533,185,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,2
4.3229,724869,192,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,8
4.921721,724870,192,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,6
4.471685,753624,192,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,8
3.510372,906693,192,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,1
4.366488,906821,192,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,6
4.541128,907285,192,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,1
3.861096,907286,192,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,2
4.351212,909904,192,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,5
3.942249,910546,192,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,10
4.301344,910907,192,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,5
4.739416,925347,192,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,4
4.798781,925348,192,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,3
4.270886,1240201,192,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,9
5.344041,1240208,192,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,1
5.042667,1240218,192,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,6
4.083273,1240219,192,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,4
4.581224,1290797,192,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,5
4.819731,1298141,192,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,2
5.070151,1298216,192,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,8
5.165645,1298219,192,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,6
4.378489,1298475,192,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,9
6.364362,1298476,192,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,5
4.82505,1298526,192,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,5
5.516209,1298533,192,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,1
5.159551,724869,193,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,1
5.685263,724870,193,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,6
6.000689,753624,193,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,10
5.31824,906693,193,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,10
5.99221,906821,193,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,5
6.167617,907285,193,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,7
5.451039,907286,193,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,2
6.360389,909904,193,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,3
4.229713,910546,193,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,6
5.795551,910907,193,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,1
5.614515,925347,193,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,3
6.26845,925348,193,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,9
4.806859,1240201,193,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,1
4.923031,1240208,193,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,6
5.593141,1240218,193,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,9
5.74454,1240219,193,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,1
5.080226,1290797,193,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,3
6.606351,1298141,193,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,7
6.11221,1298219,193,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,10
6.098235,1298475,193,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,3
6.121105,1298476,193,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,8
5.800771,1298526,193,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,4
5.805073,1298533,193,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,8
6.407832,1298534,193,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,8
2.946826,724869,199,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,5
1.191559,724870,199,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,4
5.058418,753624,199,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,6
3.63415,906693,199,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,3
2.92058,906821,199,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,6
3.975431,907285,199,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,5
4.131931,907286,199,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,7
4.046856,909904,199,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,3
2.085166,910546,199,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,5
1.788829,910907,199,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,1
4.281773,925347,199,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,1
2.851755,925348,199,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,6
2.863235,1240201,199,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,5
3.828742,1240208,199,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,5
4.81673,1240218,199,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,9
3.144864,1240219,199,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,5
3.166179,1290797,199,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,10
4.061134,1298141,199,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,8
2.521275,1298216,199,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,7
3.529949,1298219,199,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,5
5.194087,1298475,199,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,4
5.870126,1298476,199,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,1
3.857428,1298526,199,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,1
4.224728,1298533,199,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,3
2.953389,724869,202,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,10
2.64171,724870,202,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,1
2.855637,753624,202,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,10
2.129401,906693,202,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,4
2.688278,906821,202,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,6
2.582777,907285,202,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,2
2.69778,907286,202,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,5
3.427371,909904,202,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,10
1.909054,910546,202,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,10
3.019913,910907,202,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,8
2.590793,925347,202,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,9
1.800028,925348,202,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,5
2.362751,1240201,202,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,5
2.326939,1240208,202,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,9
3.072753,1240218,202,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,8
1.713811,1240219,202,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,8
2.270735,1290797,202,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,8
3.462458,1298141,202,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,7
1.237693,1298216,202,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,4
2.992729,1298219,202,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,3
2.98918,1298475,202,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,10
2.875625,1298476,202,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,2
2.961781,1298526,202,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,3
2.827223,1298533,202,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,10
3.268137,724869,203,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,5
4.258006,724870,203,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,6
3.616056,753624,203,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,5
2.851639,906693,203,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,2
3.407459,906821,203,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,6
3.348473,907285,203,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,7
1.339442,907286,203,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,1
3.723159,909904,203,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,1
1.568746,910546,203,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,8
3.946265,910907,203,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,5
3.759673,925347,203,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,1
3.440738,925348,203,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,2
3.293027,1240201,203,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,10
2.865247,1240208,203,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,6
4.02662,1240218,203,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,9
2.931196,1240219,203,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,1
2.677288,1290797,203,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,3
5.822475,1298141,203,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,5
1.400806,1298216,203,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,4
3.234273,1298219,203,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,8
3.47219,1298475,203,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,3
5.473261,1298476,203,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,3
3.577765,1298526,203,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,8
3.602797,1298533,203,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,4
4.270984,1298534,203,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,2
4.895558,724869,206,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,8
4.478432,724870,206,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,9
4.66408,753624,206,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,8
4.525544,906693,206,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,7
4.648494,906821,206,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,9
4.572418,907285,206,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,9
3.227332,907286,206,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,10
4.919153,909904,206,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,7
3.646919,910546,206,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,2
4.863178,910907,206,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,5
4.970154,925347,206,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,6
4.920385,925348,206,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,8
4.264413,1240201,206,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,8
4.289212,1240208,206,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,9
4.703128,1240218,206,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,8
3.869323,1240219,206,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,7
3.909465,1290797,206,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,8
4.910043,1298141,206,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,9
1.719721,1298216,206,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,2
4.603173,1298219,206,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,3
4.774922,1298475,206,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,10
5.473933,1298476,206,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,8
4.583436,1298526,206,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,7
4.464997,1298533,206,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,1
5.461619,1298534,206,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,4
3.75566,724869,207,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,3
0.03637,724870,207,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,4
2.107582,753624,207,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,3
0.701181,906693,207,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,2
1.954356,906821,207,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,1
3.309267,907285,207,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,6
1.314159,907286,207,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,1
5.483096,909904,207,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,1
1.162344,910546,207,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,4
3.251201,910907,207,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,10
1.027795,925347,207,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,7
1.38964,925348,207,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,2
1.700753,1240201,207,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,2
3.708865,1240208,207,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,2
2.717325,1240218,207,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,10
2.678216,1240219,207,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,9
4.376538,1290797,207,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,2
1.975183,1298141,207,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,9
1.103781,1298216,207,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,5
2.344771,1298219,207,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,6
4.114383,1298475,207,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,6
4.47326,1298476,207,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,10
3.346069,1298526,207,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,7
2.462769,1298533,207,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,7
0.822868,724869,219,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,2
3.516226,724870,219,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,8
1.139731,753624,219,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,2
-0.275993,906693,219,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,3
1.637244,906821,219,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,5
1.460221,907285,219,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,7
-1.404034,907286,219,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,3
1.276181,909904,219,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,8
-1.373145,910546,219,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,6
2.677096,910907,219,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,1
-0.055842,925347,219,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,4
-0.007672,925348,219,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,2
0.402925,1240201,219,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,10
1.808349,1240208,219,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,7
1.292554,1240218,219,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,2
2.302357,1240219,219,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,7
0.479797,1290797,219,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,3
5.136098,1298141,219,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,3
-0.689888,1298216,219,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,5
0.330055,1298219,219,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,3
0.914196,1298475,219,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,9
3.768118,1298476,219,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,10
1.233572,1298526,219,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,7
2.117275,1298533,219,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,8
0.349868,1298534,219,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,5
4.0293,724869,221,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,4
4.607526,724870,221,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,4
5.037098,753624,221,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,7
4.43006,906693,221,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,4
5.438827,906821,221,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,7
4.71599,907285,221,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,3
3.549233,907286,221,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,3
5.811511,909904,221,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,9
3.399417,910546,221,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,8
5.487283,910907,221,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,10
5.935617,925347,221,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,10
4.478901,925348,221,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,1
4.098003,1240201,221,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,6
4.835923,1240208,221,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,10
4.929598,1240218,221,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,10
3.676175,1240219,221,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,5
4.655413,1290797,221,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,2
6.544036,1298141,221,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,4
3.586644,1298216,221,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,2
4.343528,1298219,221,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,8
5.02323,1298475,221,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,2
6.986995,1298476,221,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,1
4.481356,1298526,221,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,4
4.678168,1298533,221,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,1
6.214791,1298534,221,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,5
5.553646,724869,222,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,3
4.588769,724870,222,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,6
4.098299,753624,222,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,8
3.050966,906693,222,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,5
3.183476,906821,222,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,2
3.72311,907285,222,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,8
1.319305,907286,222,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,3
3.085137,909904,222,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,3
1.779213,910546,222,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,3
5.092955,910907,222,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,10
4.377489,925347,222,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,8
3.075463,925348,222,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,9
3.049013,1240201,222,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,8
4.559139,1240208,222,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,2
3.799541,1240218,222,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,9
2.796591,1240219,222,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,10
3.343605,1290797,222,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,1
5.916836,1298141,222,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,4
2.878818,1298216,222,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,9
4.423164,1298219,222,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,4
4.700578,1298475,222,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,6
6.317077,1298476,222,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,7
2.348188,1298526,222,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,1
3.659037,1298533,222,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,9
3.837243,1298534,222,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,9
2.905594,724869,226,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,5
3.152238,724870,226,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,6
3.258704,753624,226,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,7
3.898693,906693,226,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,10
2.756491,906821,226,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,1
2.087474,907285,226,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,10
1.089269,907286,226,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,9
3.239285,909904,226,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,1
0.677229,910546,226,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,5
4.341334,910907,226,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,10
2.48792,925347,226,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,1
1.848359,925348,226,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,5
3.462369,1240201,226,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,5
