IC50,Cancer,Drug,SDOM_subdomainXI_EXP,PWY_R_HSA_2029480,PWY_R_HSA_449147,GO_0038083,FAM_Other_CSV,EXP_TRIM66,EXP_STKLD1,Predicted IC50,Validation
5.686128,906693,230,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,8
4.837808,906821,230,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,9
6.16794,907285,230,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,9
4.037069,907286,230,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,6
5.750531,909904,230,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,9
3.774935,910546,230,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,9
5.425579,910907,230,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,8
6.355288,925347,230,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,6
6.281064,925348,230,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,5
5.438646,1240201,230,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,9
5.475252,1240208,230,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,6
6.042831,1240218,230,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,3
3.207124,1240219,230,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,8
4.802106,1290797,230,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,10
6.280537,1298141,230,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,10
4.303805,1298216,230,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,5
5.769262,1298219,230,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,5
5.457883,1298475,230,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,1
6.873678,1298476,230,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,3
5.129514,1298526,230,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,2
5.588109,1298533,230,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,4
5.488737,1298534,230,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,5
4.838462,724869,231,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,6
5.726602,724870,231,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,5
5.006177,753624,231,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,10
5.803773,906693,231,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,6
2.843409,906821,231,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,4
4.44447,907285,231,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,3
5.452797,907286,231,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,10
5.268137,909904,231,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,1
3.70198,910546,231,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,9
5.508339,910907,231,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,8
4.388258,925347,231,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,7
4.490241,925348,231,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,8
5.607694,1240201,231,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,7
5.619619,1240208,231,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,3
5.375108,1240218,231,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,7
3.549085,1240219,231,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,8
5.208008,1290797,231,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,1
6.618738,1298141,231,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,4
4.540851,1298216,231,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,9
4.462672,1298219,231,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,9
5.072043,1298475,231,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,6
5.80095,1298476,231,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,5
5.051057,1298526,231,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,10
5.267922,1298533,231,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,8
6.079369,1298534,231,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,2
1.698462,724869,235,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,7
4.914158,724870,235,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,2
2.720719,753624,235,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,5
1.884592,906693,235,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,4
1.321706,906821,235,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,2
1.514551,907285,235,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,6
-0.551865,907286,235,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,8
3.145367,909904,235,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,9
-0.355869,910546,235,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,3
4.574086,910907,235,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,8
0.051044,925347,235,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,2
0.434473,925348,235,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,8
0.585909,1240201,235,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,10
2.072292,1240208,235,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,6
1.305791,1240218,235,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,9
1.696291,1240219,235,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,10
2.691297,1290797,235,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,1
4.235493,1298141,235,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,8
-0.710829,1298216,235,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,4
0.814357,1298219,235,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,6
1.991957,1298475,235,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,3
2.662721,1298476,235,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,9
0.544712,1298526,235,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,9
2.739484,1298533,235,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,10
2.916417,1298534,235,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,8
1.948527,724869,249,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,5
4.491923,724870,249,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,4
2.99212,753624,249,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,6
2.039153,906693,249,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,3
3.503979,906821,249,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,8
2.284218,907285,249,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,10
2.557567,907286,249,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,3
3.896477,909904,249,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,7
1.757938,910546,249,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,4
4.820071,910907,249,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,7
1.723741,925347,249,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,10
3.241204,925348,249,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,3
2.806885,1240201,249,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,1
3.025639,1240208,249,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,2
4.401203,1240218,249,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,6
1.36166,1240219,249,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,8
2.831762,1290797,249,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,3
5.252206,1298141,249,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,10
2.711579,1298219,249,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,2
1.316632,1298475,249,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,8
4.26091,1298476,249,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,5
2.54428,1298526,249,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,9
1.746484,1298533,249,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,8
3.43284,1298534,249,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,1
-1.048579,724869,252,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,4
1.221711,724870,252,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,3
-0.80709,753624,252,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,7
-0.864569,906693,252,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,2
0.788935,906821,252,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,8
0.504229,907285,252,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,5
-2.034495,907286,252,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,3
0.553109,909904,252,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,1
-1.759642,910546,252,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,3
1.745961,910907,252,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,4
-0.575818,925347,252,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,10
-0.869843,925348,252,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,1
-0.234534,1240201,252,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,7
-0.112989,1240208,252,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,8
-0.616493,1240218,252,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,2
3.604126,1240219,252,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,3
0.465846,1290797,252,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,8
4.563201,1298141,252,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,10
0.961642,1298219,252,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,10
-0.241597,1298475,252,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,10
1.77983,1298476,252,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,3
-0.382409,1298526,252,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,3
1.111436,1298533,252,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,4
-0.2528,1298534,252,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,9
5.613863,724869,253,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,8
5.170742,724870,253,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,3
5.40193,753624,253,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,4
4.916318,906693,253,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,3
5.058617,906821,253,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,10
5.186368,907285,253,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,8
3.229043,907286,253,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,1
5.697208,909904,253,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,4
3.717761,910546,253,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,3
5.232486,910907,253,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,9
4.595471,925347,253,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,2
5.608067,925348,253,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,6
4.906585,1240201,253,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,3
4.835623,1240208,253,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,8
4.927931,1240218,253,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,5
3.487714,1240219,253,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,8
4.247725,1290797,253,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,9
5.929787,1298141,253,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,3
4.78552,1298219,253,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,5
5.346249,1298475,253,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,2
6.275979,1298476,253,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,8
5.112732,1298526,253,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,1
5.133118,1298533,253,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,1
4.968504,1298534,253,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,3
2.460882,724869,254,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,1
2.842135,724870,254,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,5
3.064779,753624,254,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,7
2.818328,906693,254,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,9
2.996237,906821,254,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,7
2.713745,907285,254,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,7
2.001253,907286,254,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,7
3.327929,909904,254,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,9
2.040309,910546,254,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,10
3.224591,910907,254,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,4
3.275946,925347,254,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,5
2.281878,925348,254,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,4
2.504952,1240201,254,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,10
2.642187,1240208,254,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,5
2.734644,1240218,254,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,8
2.746849,1240219,254,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,7
2.269012,1290797,254,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,9
3.618795,1298141,254,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,8
2.643908,1298219,254,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,1
3.000585,1298475,254,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,4
2.646918,1298476,254,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,5
3.057692,1298526,254,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,5
2.771836,1298533,254,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,10
3.229347,1298534,254,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,9
5.410593,724869,255,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,3
4.420283,724870,255,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,3
5.374448,753624,255,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,6
5.204825,906693,255,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,2
4.800473,906821,255,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,1
4.727151,907285,255,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,10
4.678121,907286,255,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,10
5.669005,909904,255,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,4
3.592036,910546,255,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,8
4.846622,910907,255,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,7
5.52923,925347,255,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,4
5.105669,925348,255,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,4
4.134978,1240201,255,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,9
4.106628,1240208,255,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,9
5.174249,1240218,255,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,5
4.141018,1240219,255,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,8
3.671467,1290797,255,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,2
5.818618,1298141,255,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,8
5.458858,1298219,255,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,6
5.013125,1298475,255,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,8
6.280842,1298476,255,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,2
5.106744,1298526,255,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,3
4.623734,1298533,255,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,6
5.860956,1298534,255,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,9
1.5285,724869,256,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,4
3.103029,724870,256,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,3
2.986737,753624,256,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,4
2.158646,906693,256,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,10
1.862414,906821,256,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,9
1.879164,907285,256,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,6
1.133136,907286,256,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,7
2.841068,909904,256,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,1
1.401174,910546,256,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,8
3.05488,910907,256,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,6
1.837331,925347,256,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,4
1.180224,925348,256,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,9
1.458539,1240201,256,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,5
2.723113,1240208,256,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,3
1.75697,1240218,256,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,2
1.490781,1240219,256,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,8
1.511045,1290797,256,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,7
3.530502,1298141,256,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,3
1.306803,1298219,256,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,2
2.607009,1298475,256,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,10
3.475928,1298476,256,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,10
0.796821,1298526,256,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,9
2.625515,1298533,256,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,4
2.519081,1298534,256,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,4
2.995382,724869,257,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,9
4.345702,724870,257,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,1
2.660373,753624,257,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,4
2.328034,906693,257,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,5
4.157041,906821,257,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,10
3.479833,907285,257,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,7
2.063721,907286,257,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,10
5.68852,909904,257,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,10
1.821172,910546,257,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,3
5.406404,910907,257,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,5
3.182125,925347,257,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,3
3.891545,925348,257,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,8
3.448474,1240201,257,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,6
4.037523,1240208,257,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,1
4.352527,1240218,257,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,4
1.928225,1240219,257,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,6
3.484701,1290797,257,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,4
5.949307,1298141,257,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,7
3.496676,1298219,257,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,6
1.78877,1298475,257,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,7
5.860186,1298476,257,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,4
3.112351,1298526,257,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,7
3.664508,1298533,257,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,3
2.900494,1298534,257,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,8
3.475801,724869,260,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,2
4.56472,724870,260,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,7
4.497523,753624,260,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,3
2.307263,906693,260,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,8
3.95914,906821,260,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,3
4.315647,907285,260,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,2
1.800807,907286,260,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,4
5.517485,909904,260,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,7
2.087308,910546,260,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,1
4.893129,910907,260,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,6
2.418638,925347,260,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,7
4.420714,925348,260,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,9
2.83347,1240201,260,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,4
2.586299,1240208,260,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,5
4.336068,1240218,260,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,3
0.865789,1240219,260,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,5
4.300819,1290797,260,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,10
5.883582,1298141,260,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,8
3.180017,1298219,260,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,6
2.926166,1298475,260,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,7
4.809549,1298476,260,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,5
3.493664,1298526,260,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,2
2.80514,1298533,260,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,8
3.603956,1298534,260,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,1
0.232492,724869,262,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,1
4.260228,724870,262,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,7
1.877909,753624,262,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,8
2.162012,906693,262,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,10
2.662469,906821,262,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,2
3.136048,907285,262,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,7
0.311838,907286,262,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,2
3.96544,909904,262,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,2
-2.968083,910546,262,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,8
4.093193,910907,262,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,7
2.103389,925347,262,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,2
2.011674,925348,262,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,5
2.901255,1240201,262,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,1
2.671236,1240208,262,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,4
4.03138,1240218,262,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,2
-0.448801,1240219,262,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,5
3.298677,1290797,262,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,8
5.145743,1298141,262,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,6
3.166263,1298219,262,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,4
-0.019032,1298475,262,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,1
3.183019,1298476,262,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,6
1.787674,1298526,262,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,9
3.430406,1298533,262,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,7
0.972498,1298534,262,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,4
4.341022,724869,263,0,0,0,0,0.77894,4.8178031906,3.4442239813,2.7793028272,7
5.644608,724870,263,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,7
4.533034,753624,263,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,6
4.986797,906693,263,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,8
5.572956,906821,263,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,6
4.231292,907285,263,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,9
5.616814,907286,263,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,5
5.741518,909904,263,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,2
3.156965,910546,263,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,3
5.573274,910907,263,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,9
3.776852,925347,263,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,3
5.05754,925348,263,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,4
4.898655,1240201,263,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,7
5.139376,1240208,263,3.1476922709,0,0,0,0,5.2612515465,3.368842601,3.0034920404,1
5.657572,1240218,263,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,9
