IC50,Cancer,Drug,EXP_STK10,EXP_PLK3,EXP_PRKCG,EXP_SGK2,EXP_CLK4,Predicted IC50,Validation
2.083519,924238,202,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,3
2.086317,930299,202,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,7
1.684202,1240154,202,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,10
0.447669,1240178,202,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,3
2.25053,1240223,202,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,5
2.585721,1290722,202,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,7
2.852281,906696,203,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,1
5.173295,906795,203,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,5
5.478552,906864,203,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,9
4.033691,910568,203,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,9
2.94768,924102,203,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,5
2.754323,924104,203,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,8
3.239531,924151,203,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,2
3.258606,924238,203,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,5
4.641744,930299,203,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,4
2.633926,1240154,203,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,1
4.334064,1240178,203,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,3
2.512138,1240223,203,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,2
3.316785,1290722,203,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,2
4.059656,906696,206,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,5
5.054136,906795,206,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,6
4.655863,906864,206,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,6
4.034356,910568,206,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,1
3.427429,924102,206,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,8
3.647524,924104,206,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,8
4.526647,924151,206,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,2
4.045982,924238,206,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,8
5.411728,930299,206,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,8
3.470442,1240154,206,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,1
4.687689,1240178,206,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,9
4.341497,1240223,206,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,8
4.374008,1290722,206,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,9
1.743289,906696,207,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,5
1.732232,906795,207,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,7
3.808755,906864,207,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,8
1.691845,910568,207,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,2
0.821569,924102,207,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,10
1.262835,924104,207,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,2
1.845301,924151,207,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,2
2.02188,924238,207,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,5
3.65027,930299,207,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,4
1.192051,1240154,207,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,3
0.649182,1240178,207,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,1
1.123078,1240223,207,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,2
-0.033407,1290722,207,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,2
3.166621,906696,219,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,9
2.331065,906795,219,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,7
5.317205,906864,219,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,3
3.219177,910568,219,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,8
0.055017,924102,219,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,6
0.160885,924104,219,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,4
2.217989,924151,219,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,8
1.664374,924238,219,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,4
2.560321,930299,219,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,9
1.886089,1240178,219,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,6
0.680002,1240223,219,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,9
1.4136,1290722,219,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,1
4.554163,906696,221,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,4
6.075842,906795,221,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,6
5.337634,906864,221,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,10
5.099989,910568,221,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,7
4.524467,924102,221,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,8
3.913233,924104,221,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,4
4.508611,924151,221,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,3
5.441804,924238,221,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,9
5.402581,930299,221,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,4
3.079557,1240154,221,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,9
6.041799,1240178,221,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,1
4.845717,1240223,221,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,1
5.673051,1290722,221,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,1
3.574164,906696,222,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,1
3.245273,906795,222,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,7
5.322428,906864,222,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,2
1.144083,910568,222,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,1
1.812587,924102,222,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,8
2.043001,924104,222,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,4
3.952975,924151,222,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,7
2.978722,924238,222,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,6
3.084141,930299,222,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,10
3.765719,1240154,222,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,1
2.131345,1240178,222,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,9
1.676745,1240223,222,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,6
4.680509,1290722,222,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,1
2.548997,906696,226,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,8
3.377673,906795,226,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,10
4.332602,906864,226,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,10
2.771977,910568,226,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,2
1.167218,924102,226,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,8
1.30966,924104,226,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,4
2.620809,924151,226,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,7
2.871268,924238,226,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,10
5.176218,930299,226,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,4
1.557385,1240154,226,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,2
2.044321,1240178,226,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,9
4.023662,1290722,226,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,3
5.298761,906696,229,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,5
6.268033,906795,229,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,2
5.499461,906864,229,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,5
3.286848,910568,229,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,9
3.519074,924102,229,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,3
2.189877,924104,229,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,9
2.950169,924151,229,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,9
3.778501,924238,229,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,3
5.688555,930299,229,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,6
4.606573,1240154,229,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,10
3.713372,1240178,229,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,5
2.004034,1240223,229,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,8
5.717387,1290722,229,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,8
4.648903,906696,230,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,5
6.039827,906795,230,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,5
5.894326,906864,230,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,5
5.273567,910568,230,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,8
4.370471,924102,230,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,10
4.62087,924104,230,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,2
3.714103,924151,230,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,2
5.385384,924238,230,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,1
6.749724,930299,230,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,1
4.809634,1240154,230,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,10
5.452526,1240178,230,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,5
3.576204,1240223,230,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,5
5.678453,1290722,230,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,3
5.246863,924102,231,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,10
5.442434,924238,231,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,2
6.751138,930299,231,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,2
4.8098,1240154,231,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,6
3.570529,1240178,231,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,4
5.053145,1240223,231,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,5
5.209091,1290722,231,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,2
0.421111,906696,235,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,2
3.409549,906795,235,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,10
5.320441,906864,235,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,5
2.748009,910568,235,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,10
1.296566,924102,235,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,3
1.050468,924104,235,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,6
-0.019542,924151,235,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,1
-0.298987,924238,235,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,5
5.986667,930299,235,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,3
0.542006,1240154,235,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,4
1.043083,1240178,235,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,5
0.214597,1240223,235,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,9
0.538418,1290722,235,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,7
2.086951,906696,249,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,4
3.349832,906795,249,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,5
4.620692,906864,249,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,3
2.377997,910568,249,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,4
2.653906,924102,249,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,6
1.827561,924104,249,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,4
2.008039,924151,249,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,4
2.80355,924238,249,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,8
4.050662,930299,249,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,3
3.427368,1240154,249,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,6
2.276826,1240178,249,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,1
3.644436,1240223,249,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,1
4.349437,1290722,249,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,1
2.985727,906696,252,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,8
1.479384,906795,252,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,10
3.572151,906864,252,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,9
0.208697,910568,252,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,6
-0.787541,924102,252,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,5
-1.259078,924104,252,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,4
1.720848,924151,252,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,6
3.109326,924238,252,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,2
0.825283,930299,252,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,6
-0.806022,1240154,252,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,4
0.773898,1240178,252,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,3
-0.050504,1240223,252,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,1
1.556547,1290722,252,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,8
4.308389,906696,253,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,8
5.15496,906795,253,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,9
4.840095,906864,253,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,2
4.628811,910568,253,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,6
4.925698,924102,253,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,6
3.780452,924104,253,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,6
4.394359,924151,253,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,8
4.760464,924238,253,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,5
6.035608,930299,253,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,2
3.95606,1240154,253,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,10
5.423186,1240178,253,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,1
4.526148,1240223,253,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,5
4.774964,1290722,253,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,10
2.471424,906696,254,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,1
3.027495,906795,254,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,3
3.010275,906864,254,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,5
-0.067343,910568,254,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,6
2.448587,924102,254,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,9
2.232279,924104,254,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,8
2.495421,924151,254,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,10
2.470048,924238,254,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,5
3.719743,930299,254,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,4
1.837813,1240154,254,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,3
2.94947,1240178,254,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,4
2.802803,1240223,254,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,6
2.69753,1290722,254,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,2
4.268145,906696,255,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,7
5.368445,906795,255,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,4
3.999148,906864,255,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,1
4.011624,910568,255,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,9
4.950481,924102,255,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,7
4.497229,924104,255,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,10
3.888381,924151,255,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,9
4.707438,924238,255,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,4
5.941256,930299,255,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,1
3.735107,1240154,255,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,9
5.421955,1240178,255,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,6
5.102152,1240223,255,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,3
4.774553,1290722,255,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,8
1.598806,906696,256,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,8
2.822438,906795,256,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,1
5.096966,906864,256,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,4
1.384162,910568,256,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,6
1.456019,924102,256,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,6
0.137497,924104,256,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,3
0.819649,924151,256,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,2
0.794721,924238,256,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,1
5.498324,930299,256,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,2
1.682633,1240154,256,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,5
1.898048,1240178,256,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,8
1.884944,1240223,256,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,5
2.307698,1290722,256,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,6
3.979113,906696,257,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,8
4.63802,906795,257,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,10
5.325844,906864,257,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,10
4.862287,910568,257,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,4
3.460022,924102,257,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,7
2.385505,924104,257,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,1
3.490281,924151,257,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,10
4.21743,924238,257,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,4
4.867023,930299,257,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,7
4.033469,1240154,257,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,2
2.636106,1240178,257,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,10
5.150252,1240223,257,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,3
5.048409,1290722,257,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,1
1.843024,906696,260,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,1
4.509726,906795,260,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,7
4.431259,906864,260,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,5
1.739321,910568,260,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,7
1.993634,924102,260,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,5
1.402972,924104,260,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,8
2.100295,924151,260,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,2
2.238462,924238,260,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,2
5.330373,930299,260,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,9
1.911829,1240154,260,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,1
2.700054,1240178,260,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,4
1.922413,1240223,260,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,7
5.046405,1290722,260,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,2
-0.405337,906696,262,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,6
3.335765,906795,262,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,2
4.057475,906864,262,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,6
4.126277,910568,262,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,9
1.427593,924102,262,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,7
1.398219,924104,262,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,10
0.888794,924151,262,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,2
3.940945,924238,262,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,7
4.708895,930299,262,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,7
1.457359,1240154,262,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,4
3.897489,1240178,262,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,5
1.412794,1240223,262,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,9
4.3,1290722,262,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,3
