IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_792,Fingerprint_788,Fingerprint_785,Fingerprint_784,Fingerprint_783,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_696,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_669,Fingerprint_667,Fingerprint_659,Fingerprint_658,Fingerprint_656,Fingerprint_650,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,PKA_141,PKA_145_CHA,PKA_145_HYD,PKA_158_K,PKA_162,PKA_224_B62,MOT_2D_beta7strand,MOT_2D_beta7strand_EXP,DOM_C2,DOM_EphA2_TM,MUT_AATK_EXP,MUT_ALK,MUT_ANKK1_CSV,MUT_CASK,MUT_CDK13_EXP,MUT_DCLK3_EXP,MUT_EPHA8,MUT_KIT,MUT_PAK5_EXP,MUT_PSKH2_CSV,MUT_SGK1,MUT_SGK1_EXP,MUT_STK32C,MUT_TIE1,CNV_GUCY2C_gain,CNV_PAK1_gain,REC_R_HSA_1181155,REC_R_HSA_1433418_CSV,REC_R_HSA_166082,REC_R_HSA_429698,REC_R_HSA_6800434,PWY_R_HSA_1500931,PWY_R_HSA_164944,PWY_R_HSA_212436_CSV,PWY_R_HSA_3000171_EXP,PWY_R_HSA_391160,PWY_R_HSA_4086400_CSV,PWY_R_HSA_418594_CSV,PWY_R_HSA_6798695,PWY_R_HSA_6798695_EXP,PWY_R_HSA_8953854_CSV,GO_0001570,GO_0001890,GO_0007275_EXP,GO_0007286_CSV,GO_0007399_CSV,GO_0009725,GO_0016321,GO_0016321_EXP,GO_0017148_EXP,GO_0021766_EXP,GO_0021987,GO_0030097_CSV,GO_0030097_EXP,GO_0030968_EXP,GO_0035924_CSV,GO_0038128_EXP,GO_0042490,GO_0042490_EXP,GO_0042493_CSV,GO_0043488_CSV,GO_0043507_EXP,GO_0045944_CSV,GO_0050727_CSV,GO_0051147,GO_0051301,GO_0060999_CSV,GO_0071407_EXP,SFAM_NEK1,FAM_Atypical_EXP,EXP_CSNK2A1,EXP_HASPIN,EXP_FGFR2,EXP_STK31,EXP_CDK6,EXP_TP53RK,EXP_MAP3K9,EXP_EIF2AK3,EXP_NTRK2,EXP_TSSK3,EXP_CDK4,EXP_LMTK2,EXP_MAP2K1,EXP_CDK20,Predicted IC50,Validation
-3.348786,753605,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.432214,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.867996,0,1,0,0.801028,0,0,0,1,1,0,0,0.860666,0,0,0,0,0,0,0,0,0,0,3.0963562979,0,0,0,0,9.7977150113,0.75489,0,0,0,0,0,0,14.333960697,7.9290815737,4.0852355184,3.439457515,3.0753608379,5.1284547404,5.1304017524,3.3395228394,5.9491546211,2.9206473206,3.7597038111,10.063058671,2.9240873155,7.898081805,3.0118728559,-0.778930673,5
2.169346,905967,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2.7986163704,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.040644147,0,0,0,0,0,0,6.6499601977,0,0,0,0,0,4.541840055,0,0,0,0,10.994737198,0,0,0,0,0,0,1,3.2529567985,7.0628577977,3.6450324154,3.3255035349,3.1010161519,6.930320479,4.8754467207,3.7714181631,6.1626803948,3.168150132,3.8656859918,8.1467433833,3.0686533559,9.4961221196,3.8399312158,2.9934479349,9
-2.193238,906808,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.5992920625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.103783657,7.4049457598,3.7751058655,2.9670585052,4.0866658118,3.4742073286,4.4088534284,3.3466744585,5.1385475077,2.8872954674,3.4033410487,9.9876907962,3.015781268,8.4415306312,3.661138708,-0.531641162,10
-1.603322,908467,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0908501958,0,0,0,1,5.0049277215,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.644652266,0,0,1,0,0.822062,0,0,29.946305717,7.3179115113,5.500058373,3.0590921442,3.2120123288,3.6524090971,5.3401978143,3.4349470887,5.3503721813,2.9421474388,3.5961322743,9.4410743112,2.9555714987,8.6158960988,3.5753479976,-0.760916123,10
-2.287748,908469,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.800155,0,0,0,3.2216253054,0,0,0,0,0,0,6.2175697277,0,0,0,0,5.6883440826,0,0,0,1,0,0,0,20.281565815,7.438661314,4.9313421979,2.9465056646,3.0817967522,5.4794968095,4.4542694496,3.3308842314,5.4209417355,2.8601043617,3.4981763947,9.7124708865,3.0626663671,8.2198035018,3.1960863944,0.3762205536,1
1.650146,908473,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.864159,0,0,0,0,1,2.9157138618,0,0,0,3.2343835681,0,0.714522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18.081050806,6.3868894991,3.8335230933,3.3113428147,3.7927395598,7.9243463816,5.917080135,3.2626949342,4.5995784336,2.9679590795,3.9569658225,8.5524004601,2.9241501548,9.2226309325,3.3490627722,3.8294670839,7
-0.287955,908481,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7930323747,0,0,0,0,0,0,0,0,0,0,0,0,0.830581,0,0,0,0,0,0,0,7.4106130992,3.682526906,3.0015114136,3.2216094594,4.5517769425,4.1515433072,3.2063739687,5.0463631367,2.9446169294,3.7928554667,9.4646147871,2.8916448657,7.7215402773,3.710507363,0.6569030132,10
-2.701408,908483,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.465187431,0,0,0,0,0,3.8893348731,0,0,0,0,0,0,0,0,0,0,0,3.6325371646,0,0,0,1,0,0,0,15.789801548,7.9440505259,4.2396914381,4.0266023158,2.8828576731,7.9561270845,4.6806463177,3.5324582501,4.8274937587,2.9505611265,3.6147103972,9.0602389977,3.3853077359,8.2345276567,3.404941681,-0.3052077,1
-0.814033,909194,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2.8397870354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.5527905861,7.7605442186,4.9943311044,2.9852848926,3.1846356569,3.8473610536,5.2704249673,3.6808715052,4.7509785377,3.2023595171,3.6305423866,9.9334209702,3.188557603,8.1060350835,3.8296725114,1.3519870362,5
-0.968398,910692,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.9327876299,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.168014797,6.6309098349,3.7162731179,3.2673122817,3.4770835213,7.5712202576,4.1891814777,3.4719097003,6.0565156577,2.9405378159,3.522249699,10.258974902,2.8772320296,8.5680413595,2.9117497901,0.9864554314,4
-1.638674,1240182,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0912277523,0,0.834335,0,0,0,0,3.5512250323,0,0,3.2587595348,0,0,3.0553949029,0,0,0,0,0,0.797503,0,0,1,0,4.4089893992,0,12.28063257,7.5629719393,3.9289720918,3.1122439336,3.4313857862,3.2384922991,4.1689449911,3.7973221007,5.642318666,3.0242472887,3.5479616918,10.000610191,3.2220564174,7.7769690535,3.5986029221,2.0435057927,2
-3.867288,1240189,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726535,0,0,0,0.810664,1,3.8205777764,0.726535,0,0,2.9770104397,0,0,0,0,0,0,0,0,0,3.9849757086,0,0,0,0,0,0,0,7.4886325608,0.726535,0,0,1,0,0,0,4.1382931221,7.9536127603,4.5177269292,3.2377464274,3.1609427226,10.016743623,4.5038290097,3.4275344048,5.6780357374,3.0718450398,3.8512637427,9.7223633849,2.9668984426,7.7666602236,3.4578883095,-1.150856313,1
-3.253017,1240193,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1369549468,0,0,0,0,0,0,0,0,0,5.5912636858,0,0,0,0,0,0,0,7.9385993109,0,0,0,0,0,0,0,6.3594951912,8.0046550535,5.0591579697,3.889518779,3.2399631571,3.8245699,5.9709609246,3.3326066734,4.9473806124,3.0999232,4.1503971363,9.2535199044,3.3642484238,7.4480090756,4.1785173259,-2.389714223,10
-0.328495,1297439,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,4.5864890708,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.259059415,0,0,0,0,0,0,1,0,7.1582593447,4.3662747576,3.027472375,4.7025011062,3.0950420111,4.2774538345,3.5485088954,6.8511960256,2.8538991848,3.4739211675,8.8200701761,2.8752714996,8.3336175247,3.8408760588,1.6288548055,2
-3.520035,1330972,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834453,3.2428807299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2428807299,0,0,0,0,5.8188787698,0,0,0,0,0,0,0,12.056781751,7.646696027,4.6991130884,3.1018779872,2.8379205297,5.887704175,6.0171896786,3.4057964204,6.1019910928,2.9634959607,3.3142180792,9.9294654039,3.0487614527,7.8729861661,4.2289286222,-1.511858303,2
4.42267,687600,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.575153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6.8305536985,0,0,0,0,0,0,0,0,0,0,0,0,3.2150488821,0,0,0,0,3.7514751778,0,0,0,1,0,0,0,17.97231249,7.193116084,3.9713696505,3.090713081,3.2514435907,4.0170570507,4.6499072059,3.2384779954,5.418618113,3.0307260333,3.4887633336,9.888307782,2.9138269316,8.6259393205,3.7779004543,4.4415281708,7
3.286333,687997,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634781,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.085107366,1,3.2511280545,0.764059,0,0,0,0,0,1,0,0,1,16.439385795,7.5805914867,4.0546697245,3.4158727013,2.7934609699,5.9655986386,4.7762886867,3.3512187003,5.3598827955,3.044284162,3.4801873311,9.0454321015,3.0822522274,8.3111436142,3.6241823948,3.3960356591,7
3.575073,688001,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.4986497555,0,0,0,1,3.009688273,0,0,0,4.6267178932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460874,0,0.460874,0,0,0,0.813122,0,0,0,7.515241487,4.1224404195,3.2040434613,3.6732897193,6.771439381,4.3448470356,3.4757617573,4.33889043,2.9567265161,3.7514838388,10.183948835,3.1247834319,8.8637708634,3.6227807819,3.548214684,3
3.201957,688006,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811257,0,0,0,0,0,0,0,0,0,4.1440861828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8919590358,7.2591146903,4.974084562,3.7750212083,3.1075326031,5.2771046294,4.5601019223,3.5670477409,5.6141631346,2.9573795853,3.4423279876,9.1089586723,2.9483343879,7.647985566,2.9147148081,3.1185074138,1
2.491965,688007,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2044442923,0,0,0,0,0,0,6.0313121605,0,0,0,0,0,0,0,0,0,0,0,0.822238,0,0,0,0,0,0,17.999167192,7.5186099545,4.296634016,3.4726104981,2.9022907268,3.7991737243,4.79491695,3.6396302002,6.6611624328,3.0123313312,3.3842282962,9.87068756,2.8707064368,7.4070612421,3.130724954,3.264554083,10
3.48333,688010,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772826,0,0,0,0,0,0,6.8649450895,0,0,0,0,0,5.6710334096,0,0,0,0,5.6710334096,0,0,0,0,0,0,6.8649450895,0,0,0,0,0,0,0,13.518839586,7.4792344506,4.3571471962,3.214164004,3.111265422,5.3843174788,5.4357426007,3.1781477436,5.6710334096,3.0593146423,3.4842597319,9.8023972387,2.9376404405,8.1644889337,3.3102001567,2.9977299608,10
2.93469,688014,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678611,0,0,0,1,0,0,0,0,0,0,0,0,0,0.840119,0,0,0,0,0,0,0,1,0,4.7572816697,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9569933062,0,0,3.2999822003,1.583378,0,0,0,0,0,0,3.3237071669,7.5419064865,4.5724633247,3.0386958684,2.9297720714,4.23918001,4.1319114604,3.9532266083,6.2319169145,2.8816003507,3.7545193024,9.5995419206,2.9444297981,7.7052465596,3.2104465408,3.4221787516,10
3.133928,688021,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.4873331594,1,0,0,0,0,0,0,0,0,0,0,0.797802,0,0,0,0,0,0,0,1,0,3.8450275911,0,0.783515,0,0,0,0,0,0,0,2.9583064123,0,0,0,0,0,0,0,0,0,0,0,2,0,4.534294911,0,18.265273888,7.3595943455,3.7820119449,3.0052399572,3.0620956619,3.8426590786,4.4564586451,3.4957696544,5.8660532025,3.2487593614,3.565113454,9.451323892,2.981000828,8.0409318297,3.566286014,4.187030408,7
3.222882,688023,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.85482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8539246205,8.0597423397,3.8435046591,4.0298312736,2.7707833821,8.875964294,5.222578627,3.4419901406,6.5252795113,2.9555385322,3.3917278164,9.7430125775,3.1300195954,8.6242957024,3.3398123394,3.5281996044,6
3.294684,688025,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8764695431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1024827369,0,0,0,0,0,0,0,0,0,0,0,0.724162,0,0,0,0,0,0,6.1782492987,7.7649385943,4.1822948126,3.4392438568,3.0155058342,7.0390182465,5.0837733405,3.1881104167,5.0871554887,3.3722372805,3.5630029754,9.2870400278,3.215801382,8.3611834937,3.3750135842,3.418502708,10
3.830119,688026,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.689396,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.4047878547,0,0,0,0,6.4047878547,0,0,0,0,0,0,11.868781412,0,0,0,0,0,0,0,3.4926544423,7.3716136301,4.269511195,3.1877354147,3.3846802228,5.8391789534,5.3041560321,3.3937529954,5.5406926108,3.1704294418,4.0981938576,9.4307542387,3.1916114535,6.8428044298,3.7165085392,3.4484145761,8
3.892256,688027,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864874,0,0,0,0,0,0,0,1,0,3.3424647111,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.3330391665,0,0,3.3424647111,0,0,0,1,0.839499,0,0,16.958464161,7.6257437275,4.6854614688,3.0768251464,3.759962008,4.2455647451,3.5743881163,3.3765031807,5.0424709539,3.3330391665,3.8217808661,9.8856485562,2.9367586332,8.7546182054,3.1956745118,3.6017802899,7
3.109438,688031,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.701073,0,0,0,0,1,4.7636713383,0,0,0,0,0,0,0,0,0,0,4.7636713383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.7038404656,8.0607694933,5.2395959648,3.7345517878,3.2287704258,7.1211335485,5.2594494723,3.2853184621,6.6562964879,3.0773103094,3.7574948741,8.6082233121,2.9355992632,8.0661978955,3.3180018254,3.2831056769,2
